r,g,h,value
ID,ote,hh2,0.057286696127738505
ID,ote,hh3,0.06163192691481446
ID,ote,hh4,0.07451424449129405
ID,ote,hh5,0.07716780270506904
ID,mch,hh1,0.03543082264530395
ID,mch,hh2,0.04890229629833903
ID,mch,hh3,0.052031534763675905
ID,mch,hh4,0.060860298409512126
ID,mch,hh5,0.062923520317916
ID,dat,hh1,0.047883748925207005
ID,dat,hh2,0.0762410104557585
ID,dat,hh3,0.08414178225891149
ID,dat,hh4,0.11053653308152347
ID,dat,hh5,0.11644106719620974
ID,amd,hh1,0.052629126243770044
ID,amd,hh2,0.08907237208113251
ID,amd,hh3,0.09999296866866536
ID,amd,hh4,0.13990411061865154
ID,amd,hh5,0.14644304407410427
ID,hos,hh1,0.08495406060187317
ID,hos,hh2,0.2606157591081414
ID,hos,hh3,0.39835982330424463
ID,hos,hh4,2.1007083366286396
ID,hos,hh5,2.924278925490101
ID,rnt,hh1,0.046105112267977
ID,rnt,hh2,0.07186037160885249
ID,rnt,hh3,0.07883081755167842
ID,rnt,hh4,0.10147159252986283
ID,rnt,hh5,0.10588670900113252
ID,pla,hh1,0.05091958877951907
ID,pla,hh2,0.08418632576876482
ID,pla,hh3,0.09393026684335953
ID,pla,hh4,0.12826974789535459
ID,pla,hh5,0.13709422965767168
ID,fof,hh1,0.015891648792078487
ID,fof,hh2,0.018136478841211418
ID,fof,hh3,0.018548213426675477
ID,fof,hh4,0.019535446008172055
ID,fof,hh5,0.01969186285609728
ID,fin,hh1,0.061171494408150784
ID,fin,hh2,0.11673666730549856
ID,fin,hh3,0.1358607859794878
ID,fin,hh4,0.2222932046837491
ID,fin,hh5,0.22918781220662587
ID,tsv,hh1,0.04161034087016062
ID,tsv,hh2,0.06148519046776286
ID,tsv,hh3,0.06652098592046939
ID,tsv,hh4,0.0818266837185379
ID,tsv,hh5,0.08575630523340215
ID,nrs,hh1,0.06843296465738301
ID,nrs,hh2,0.1453125994645666
ID,nrs,hh3,0.1771267670642722
ID,nrs,hh4,0.36274756677219755
ID,nrs,hh5,0.4563471009823809
ID,sec,hh1,0.07069083437873985
ID,sec,hh2,0.15732266462427186
ID,sec,hh3,0.19349513973856575
ID,sec,hh4,0.4233266811310719
ID,sec,hh5,0.421817634398854
ID,art,hh1,0.03671466238903078
ID,art,hh2,0.051383479259596194
ID,art,hh3,0.054850889309470845
ID,art,hh4,0.06477587318347462
ID,art,hh5,0.06698818099875029
ID,mov,hh1,0.014439687883765451
ID,mov,hh2,0.016269044852815814
ID,mov,hh3,0.016599498983494335
ID,mov,hh4,0.017384479679761197
ID,mov,hh5,0.017514102777914375
ID,fpd,hh1,0.061628417254491204
ID,fpd,hh2,0.11764197767503151
ID,fpd,hh3,0.1376096893370424
ID,fpd,hh4,0.22850055414784035
ID,fpd,hh5,0.2805481518295633
ID,pri,hh1,0.007633035120425541
ID,pri,hh2,0.008115410052347711
ID,pri,hh3,0.008196651367454486
ID,pri,hh4,0.008382278093569118
ID,pri,hh5,0.008410659882212195
ID,grd,hh1,0.026406800917604115
ID,grd,hh2,0.033241649683119434
ID,grd,hh3,0.0346554801778428
ID,grd,hh4,0.038316905844862165
ID,grd,hh5,0.038952437887974686
ID,sle,hh1,0.04367954023051135
ID,sle,hh2,0.06616133749144917
ID,sle,hh3,0.07201770967779399
ID,sle,hh4,0.09037258547083339
ID,sle,hh5,0.09356627455114494
ID,osv,hh1,0.07714347092182909
ID,osv,hh2,0.1927588199649869
ID,osv,hh3,0.25432188384452464
ID,osv,hh4,0.8205589171085186
ID,osv,hh5,1.0883523838341516
ID,trn,hh1,0.0007765536353650733
ID,trn,hh2,0.0007812767000902063
ID,trn,hh3,0.0007820215061431528
ID,trn,hh4,0.0007836666830116431
ID,trn,hh5,0.0007839092568798499
ID,fmt,hh1,0.03834626055567119
ID,fmt,hh2,0.05463075905951025
ID,fmt,hh3,0.058568297255307024
ID,fmt,hh4,0.0700545783997432
ID,fmt,hh5,0.07272241832958451
ID,pet,hh1,0.07605697937695548
ID,pet,hh2,0.1866935891752707
ID,pet,hh3,0.24151846430062648
ID,pet,hh4,0.6922976149986798
ID,pet,hh5,0.7347531788929649
ID,cep,hh1,0.07160990595499794
ID,cep,hh2,0.16048604776164685
ID,cep,hh3,0.2004356946306661
ID,cep,hh4,0.472642342640897
ID,cep,hh5,0.6353255638414067
ID,wst,hh1,0.025945066324102792
ID,wst,hh2,0.03252248929350524
ID,wst,hh3,0.03386789404460476
ID,wst,hh4,0.037349889218738705
ID,wst,hh5,0.03782830962837706
ID,mot,hh1,0.07810445414253
ID,mot,hh2,0.19934275161576384
ID,mot,hh3,0.26616266631277913
ID,mot,hh4,0.9119467618335395
ID,mot,hh5,1.1997841009102506
ID,adm,hh1,0.03394278293051152
ID,adm,hh2,0.04611616184229736
ID,adm,hh3,0.048888105592171625
ID,adm,hh4,0.05658628457918686
ID,adm,hh5,0.05830807511613019
ID,soc,hh1,0.06894540146551521
ID,soc,hh2,0.14736276158193537
ID,soc,hh3,0.18032941164488142
ID,soc,hh4,0.3792172901130301
ID,soc,hh5,0.5407618886265818
ID,alt,hh1,0.07552703346168495
ID,alt,hh2,0.1824101164094381
ID,alt,hh3,0.23634660510942215
ID,alt,hh4,0.6911893723597097
ID,alt,hh5,0.9306167249970875
ID,pmt,hh1,0.0010564403883352258
ID,pmt,hh2,0.0010652007742240669
ID,pmt,hh3,0.0010665858739494043
ID,pmt,hh4,0.0010696492790989364
ID,pmt,hh5,0.0010701041283933898
ID,trk,hh1,0.01302920737963616
ID,trk,hh2,0.01450023636711779
ID,trk,hh3,0.014762044897192048
ID,trk,hh4,0.015378611236778732
ID,trk,hh5,0.015483432704772596
ID,wtt,hh1,0.00600950869165434
ID,wtt,hh2,0.00630455996735511
ID,wtt,hh3,0.006353445468896176
ID,wtt,hh4,0.00646422732337057
ID,wtt,hh5,0.00648058486433967
ID,wpd,hh1,0.010198337255053251
ID,wpd,hh2,0.011078044679241192
ID,wpd,hh3,0.01123009574235862
ID,wpd,hh4,0.011582371423984137
ID,wpd,hh5,0.011639495925305396
ID,wrh,hh1,0.0002180607183615531
ID,wrh,hh2,0.00021843150545255803
ID,wrh,hh3,0.00021848967566905848
ID,wrh,hh4,0.0002186178380662839
ID,wrh,hh5,0.00021863671344801047
ID,ott,hh1,0.008961895330051171
ID,ott,hh2,0.00963416220284459
ID,ott,hh3,0.009748913069379458
ID,ott,hh4,0.010012957618473437
ID,ott,hh5,0.010055720649320818
ID,che,hh1,0.07990264535562988
ID,che,hh2,0.21272169745185854
ID,che,hh3,0.2928956425045989
ID,che,hh4,1.1729216430180132
ID,che,hh5,1.6725166919774477
ID,air,hh1,0.054206565132967253
ID,air,hh2,0.09357122575941006
ID,air,hh3,0.10575258264188271
ID,air,hh4,0.15165414179662645
ID,air,hh5,0.16230194300715825
ID,mmf,hh1,0.07366722296978223
ID,mmf,hh2,0.17137186799375353
ID,mmf,hh3,0.21811727120174626
ID,mmf,hh4,0.578000114230275
ID,mmf,hh5,0.8287761729751404
ID,otr,hh1,0.018495262481098416
ID,otr,hh2,0.021608295555807882
ID,otr,hh3,0.02219560145222001
ID,otr,hh4,0.023628500058855716
ID,otr,hh5,0.02385381815527683
ID,min,hh1,0.00033945146589124843
ID,min,hh2,0.0003403508392996328
ID,min,hh3,0.0003404920940914896
ID,min,hh4,0.00034080348294307554
ID,min,hh5,0.00034084934168731045
IL,ppd,hh1,0.1985408015128935
IL,ppd,hh2,0.2607510544071779
IL,ppd,hh3,0.2964397493715083
IL,ppd,hh4,0.5530445152602151
IL,ppd,hh5,1.6742522084112914
IL,res,hh1,1.1714479752617426
IL,res,hh2,2.740541528313114
IL,res,hh3,3.6139043402933915
IL,res,hh4,9.646416415625549
IL,res,hh5,16.411516178805627
IL,amb,hh1,0.6841901708959516
IL,amb,hh2,2.3415536279045894
IL,amb,hh3,3.5942554926543577
IL,amb,hh4,11.960840905588386
IL,amb,hh5,28.261556705619284
IL,fbp,hh1,1.8868257185232995
IL,fbp,hh2,4.159173214056715
IL,fbp,hh3,5.406939050274855
IL,fbp,hh4,14.195368072442191
IL,fbp,hh5,24.292099340142613
IL,rec,hh1,0.2341928254437112
IL,rec,hh2,0.35028057122896383
IL,rec,hh3,0.444089697449196
IL,rec,hh4,1.5516017197279757
IL,rec,hh5,5.512591597443702
IL,agr,hh1,0.30955310987265866
IL,agr,hh2,0.5130669947937921
IL,agr,hh3,0.6631179186119445
IL,agr,hh4,1.9864762361578554
IL,agr,hh5,4.22903020307851
IL,eec,hh1,0.20833564944227512
IL,eec,hh2,0.2841509391961088
IL,eec,hh3,0.3341354891198617
IL,eec,hh4,0.8080265649331216
IL,eec,hh5,3.1718868596029988
IL,pub,hh1,0.32020515281377104
IL,pub,hh2,0.5580414406045288
IL,pub,hh3,0.7479583576451191
IL,pub,hh4,2.42269022928707
IL,pub,hh5,5.470951248332779
IL,hou,hh1,6.95739463351804
IL,hou,hh2,10.765176473027767
IL,hou,hh3,12.272882442929898
IL,hou,hh4,26.881755598493346
IL,hou,hh5,31.244186266826624
IL,ins,hh1,0.5099322156178168
IL,ins,hh2,1.1740086747840732
IL,ins,hh3,1.6513655887979704
IL,ins,hh4,4.987672811794275
IL,ins,hh5,9.61857474409879
IL,tex,hh1,0.19585984499501927
IL,tex,hh2,0.2602574555276001
IL,tex,hh3,0.3009922146629649
IL,tex,hh4,0.6611764752336756
IL,tex,hh5,2.877746790955252
IL,leg,hh1,0.1924456711653731
IL,leg,hh2,0.2567724076583106
IL,leg,hh3,0.2994395121459627
IL,leg,hh4,0.719430871740641
IL,leg,hh5,3.5834045136819697
IL,fen,hh1,0.05768645457825189
IL,fen,hh2,0.061795048263768936
IL,fen,hh3,0.06334141243325106
IL,fen,hh4,0.0683626211380245
IL,fen,hh5,0.072248209187056
IL,uti,hh1,0.6743726828649834
IL,uti,hh2,1.2787369574797078
IL,uti,hh3,1.5295970232310308
IL,uti,hh4,3.591261754314735
IL,uti,hh5,3.8943502092894757
IL,nmp,hh1,0.14399952253347667
IL,nmp,hh2,0.17255172139633418
IL,nmp,hh3,0.18589636003172277
IL,nmp,hh4,0.24753510352517977
IL,nmp,hh5,0.42541524143980214
IL,brd,hh1,0.5183684175880284
IL,brd,hh2,1.1422083561347183
IL,brd,hh3,1.5630516418395408
IL,brd,hh4,4.518095942928507
IL,brd,hh5,8.048683163524204
IL,bnk,hh1,0.821185027512097
IL,bnk,hh2,1.546794531029403
IL,bnk,hh3,1.822366185823979
IL,bnk,hh4,4.190301267232195
IL,bnk,hh5,4.392845014299474
IL,ore,hh1,0.042226525355819826
IL,ore,hh2,0.044375834700865834
IL,ore,hh3,0.04516328986404037
IL,ore,hh4,0.04760118386591943
IL,ore,hh5,0.049680799917553295
IL,edu,hh1,0.21555504178411766
IL,edu,hh2,0.35041454261521693
IL,edu,hh3,0.5003624908545322
IL,edu,hh4,2.808683297100829
IL,edu,hh5,11.329316062214508
IL,ote,hh1,0.18169258455789503
IL,ote,hh2,0.23038602932452554
IL,ote,hh3,0.2550538369890665
IL,ote,hh4,0.3944623446806444
IL,ote,hh5,0.7220787338292008
IL,mch,hh1,0.17815332327558162
IL,mch,hh2,0.2253845802153718
IL,mch,hh3,0.2505745703372365
IL,mch,hh4,0.40422807980161957
IL,mch,hh5,1.1745005495428398
IL,dat,hh1,0.2604358253732727
IL,dat,hh2,0.3859839852937795
IL,dat,hh3,0.4693481357366651
IL,dat,hh4,1.2144531834853796
IL,dat,hh5,2.816976897586692
IL,amd,hh1,0.31711642497316395
IL,amd,hh2,0.5022736519406803
IL,amd,hh3,0.6124717571865019
IL,amd,hh4,1.5116775395381674
IL,amd,hh5,2.2832217525151313
IL,hos,hh1,0.6847618609504569
IL,hos,hh2,2.3440377161335357
IL,hos,hh3,3.597905964382871
IL,hos,hh4,11.972146107887202
IL,hos,hh5,28.288140508138667
IL,rnt,hh1,0.2550623861491642
IL,rnt,hh2,0.36814811787547835
IL,rnt,hh3,0.4364964534660613
IL,rnt,hh4,0.993561925590084
IL,rnt,hh5,1.9472103991369465
IL,pla,hh1,0.23533870665992673
IL,pla,hh2,0.3317252091331443
IL,pla,hh3,0.39262083031737843
IL,pla,hh4,0.9149930755431551
IL,pla,hh5,2.368733588665724
IL,fof,hh1,0.08566092710570744
IL,fof,hh2,0.09507577249999985
IL,fof,hh3,0.09882852997242521
IL,fof,hh4,0.11221870081385422
IL,fof,hh5,0.124197637683336
IL,fin,hh1,0.45028265994769645
IL,fin,hh2,0.7844669105263317
IL,fin,hh3,0.9413274917189837
IL,fin,hh4,2.2372754718577594
IL,fin,hh5,2.467084333813998
IL,tsv,hh1,0.20158710821487227
IL,tsv,hh2,0.269190678477568
IL,tsv,hh3,0.3111670133302191
IL,tsv,hh4,0.6663715995022561
IL,tsv,hh5,2.539405584703842
IL,nrs,hh1,0.2833764375325896
IL,nrs,hh2,0.47344825206883573
IL,nrs,hh3,0.636395871685605
IL,nrs,hh4,2.271117512170688
IL,nrs,hh5,6.169693881428689
IL,sec,hh1,0.7214895982441947
IL,sec,hh2,1.3595421563044452
IL,sec,hh3,1.6119768937756755
IL,sec,hh4,3.7423337837247064
IL,sec,hh5,3.953257487851261
IL,art,hh1,0.19461186293925828
IL,art,hh2,0.25338947686046476
IL,art,hh3,0.286322168852724
IL,art,hh4,0.5115824251215272
IL,art,hh5,1.4733109144579815
IL,mov,hh1,0.1331989974163657
IL,mov,hh2,0.15735243169097893
IL,mov,hh3,0.16819765886638413
IL,mov,hh4,0.21516613417868286
IL,mov,hh5,0.2982627143880646
IL,fpd,hh1,0.19408479227717254
IL,fpd,hh2,0.26278800240677636
IL,fpd,hh3,0.31112068079047817
IL,fpd,hh4,0.8480989672281672
IL,fpd,hh5,4.368714103168074
IL,pri,hh1,0.06174748593792154
IL,pri,hh2,0.0664800294710635
IL,pri,hh3,0.06827746549967294
IL,pri,hh4,0.07418809302034529
IL,pri,hh5,0.07895940366772643
IL,grd,hh1,0.1817795223012696
IL,grd,hh2,0.23049980350912883
IL,grd,hh3,0.2550216621094405
IL,grd,hh4,0.3927904307671478
IL,grd,hh5,0.68774335271342
IL,sle,hh1,0.2668803388355771
IL,sle,hh2,0.39091067540475277
IL,sle,hh3,0.46404958932262014
IL,sle,hh4,1.053324449997365
IL,sle,hh5,1.8209923665123466
IL,osv,hh1,0.5789307313283373
IL,osv,hh2,1.6052758164826781
IL,osv,hh3,2.379187231753087
IL,osv,hh4,7.621709051056957
IL,osv,hh5,16.589161805757055
IL,trn,hh1,0.00785429005710746
IL,trn,hh2,0.007925296933616106
IL,trn,hh3,0.007949530495923965
IL,trn,hh4,0.008017970896466555
IL,trn,hh5,0.008058284351634725
IL,fmt,hh1,0.1899695735423827
IL,fmt,hh2,0.24518424189303584
IL,fmt,hh3,0.2755601843340376
IL,fmt,hh4,0.4750514692789724
IL,fmt,hh5,1.3403879741603488
IL,pet,hh1,0.7307401953847591
IL,pet,hh2,1.5616396627036566
IL,pet,hh3,1.994273555776854
IL,pet,hh4,5.082605371028277
IL,pet,hh5,7.20716102710074
IL,cep,hh1,0.27104926374318417
IL,cep,hh2,0.434595513791862
IL,cep,hh3,0.5685213522589324
IL,cep,hh4,1.9470976072658652
IL,cep,hh5,5.437099809229654
IL,wst,hh1,0.15968714463724196
IL,wst,hh2,0.19554064923054518
IL,wst,hh3,0.21104825009795722
IL,wst,hh4,0.28880752563961826
IL,wst,hh5,0.3355315765749063
IL,mot,hh1,0.40092741638217066
IL,mot,hh2,0.84972060137526
IL,mot,hh3,1.2225122404898423
IL,mot,hh4,4.042015324796636
IL,mot,hh5,8.751638255420874
IL,adm,hh1,0.18933187042937613
IL,adm,hh2,0.24503039517308906
IL,adm,hh3,0.2766231199903991
IL,adm,hh4,0.497454407487131
IL,adm,hh5,1.6752291733753053
IL,soc,hh1,0.21395564544087806
IL,soc,hh2,0.32176584908533573
IL,soc,hh3,0.420415377860152
IL,soc,hh4,1.85979774248845
IL,soc,hh5,7.884895438277751
IL,alt,hh1,0.4295779528584709
IL,alt,hh2,1.0411390815822208
IL,alt,hh3,1.574618304960089
IL,alt,hh4,5.428063589507673
IL,alt,hh5,12.50670074347864
IL,pmt,hh1,0.00900458610857377
IL,pmt,hh2,0.009098024884346696
IL,pmt,hh3,0.009130011301290182
IL,pmt,hh4,0.009220588000596186
IL,pmt,hh5,0.009276574781181294
IL,trk,hh1,0.1111757683330157
IL,trk,hh2,0.12745131741569954
IL,trk,hh3,0.1344215867603121
IL,trk,hh4,0.16184944668305332
IL,trk,hh5,0.21032451683803122
IL,wtt,hh1,0.057572379618137284
IL,wtt,hh2,0.061670288045145544
IL,wtt,hh3,0.06319738056502382
IL,wtt,hh4,0.06817737407976135
IL,wtt,hh5,0.07142062992727596
IL,wpd,hh1,0.06965532799102206
IL,wpd,hh2,0.07572277658861877
IL,wpd,hh3,0.07807947683133852
IL,wpd,hh4,0.08602284454807205
IL,wpd,hh5,0.09433569964578098
IL,wrh,hh1,0.0025721044625344044
IL,wrh,hh2,0.002579660470160935
IL,wrh,hh3,0.0025822148235773073
IL,wrh,hh4,0.002589334824820108
IL,wrh,hh5,0.0025934757095290306
IL,ott,hh1,0.08202404238277643
IL,ott,hh2,0.09056329563930164
IL,ott,hh3,0.09397739614154413
IL,ott,hh4,0.10598368229718094
IL,ott,hh5,0.12113323802537622
IL,che,hh1,0.4712688887046888
IL,che,hh2,1.3538620798608172
IL,che,hh3,2.1270945077869983
IL,che,hh4,7.479255620774843
IL,che,hh5,18.016259607083136
IL,air,hh1,0.2839545486287177
IL,air,hh2,0.4391561389420903
IL,air,hh3,0.543940856506154
IL,air,hh4,1.4663620086218996
IL,air,hh5,3.0476299519302854
IL,mmf,hh1,0.3040208536279301
IL,mmf,hh2,0.5958542731061918
IL,mmf,hh3,0.9012222028712954
IL,mmf,hh4,3.740333853710338
IL,mmf,hh5,10.508105608512611
IL,otr,hh1,0.14835010438353496
IL,otr,hh2,0.1791353328160925
IL,otr,hh3,0.19313463353380816
IL,otr,hh4,0.25816217744932846
IL,otr,hh5,0.33957306986953484
IL,min,hh1,0.0016680254089850002
IL,min,hh2,0.001671199362451764
IL,min,hh3,0.001672270360014912
IL,min,hh4,0.0016752491881509874
IL,min,hh5,0.0016769558134563302
IN,ppd,hh1,0.1533296959480585
IN,ppd,hh2,0.19207448937346064
IN,ppd,hh3,0.21396970752526565
IN,ppd,hh4,0.28990298126400627
IN,ppd,hh5,0.3751279080480638
IN,res,hh1,0.6173290501644496
IN,res,hh2,1.5909070121165283
IN,res,hh3,2.3526514274499295
IN,res,hh4,5.359874925136836
IN,res,hh5,6.041596341718978
IN,amb,hh1,0.6988181657954575
IN,amb,hh2,2.189546568833636
IN,amb,hh3,3.4511153341047485
IN,amb,hh4,8.665286260839892
IN,amb,hh5,12.730826039143125
IN,fbp,hh1,1.0387563109925217
IN,fbp,hh2,2.742122241360987
IN,fbp,hh3,3.954006651629105
IN,fbp,hh4,8.735049978413512
IN,fbp,hh5,9.812871678475668
IN,rec,hh1,0.21467139942738148
IN,rec,hh2,0.30301860819767934
IN,rec,hh3,0.366944212048859
IN,rec,hh4,0.6960076123489779
IN,rec,hh5,1.2421522460922492
IN,agr,hh1,0.2643782068376652
IN,agr,hh2,0.41707049497682325
IN,agr,hh3,0.541822572993749
IN,agr,hh4,1.1987350678505118
IN,agr,hh5,1.6310308562566815
IN,eec,hh1,0.18485771120585814
IN,eec,hh2,0.24489105998087024
IN,eec,hh3,0.2830571903149338
IN,eec,hh4,0.4452292020936271
IN,eec,hh5,0.7146865113581888
IN,pub,hh1,0.2398293128118605
IN,pub,hh2,0.3569914997112823
IN,pub,hh3,0.4460131606559376
IN,pub,hh4,0.9048065723155791
IN,pub,hh5,1.2853521424883216
IN,hou,hh1,2.924569419236745
IN,hou,hh2,5.558268057299987
IN,hou,hh3,7.181505021056867
IN,hou,hh4,13.712618464015165
IN,hou,hh5,10.708301201090762
IN,ins,hh1,0.32770343566553256
IN,ins,hh2,0.6049407557997173
IN,ins,hh3,0.8602884039445176
IN,ins,hh4,2.1046832080015245
IN,ins,hh5,2.6959118841956538
IN,tex,hh1,0.17912993486005
IN,tex,hh2,0.23468506911220674
IN,tex,hh3,0.2693684019634667
IN,tex,hh4,0.41310804245776955
IN,tex,hh5,0.6769960159063478
IN,leg,hh1,0.17575153131693116
IN,leg,hh2,0.22877803416695242
IN,leg,hh3,0.26152200145729815
IN,leg,hh4,0.3951444333129022
IN,leg,hh5,0.6543190533151602
IN,fen,hh1,0.023045573497943384
IN,fen,hh2,0.023754272618253965
IN,fen,hh3,0.024033336536717586
IN,fen,hh4,0.024612759240469368
IN,fen,hh5,0.02485677431459961
IN,uti,hh1,0.3587010104540368
IN,uti,hh2,0.6371104242582827
IN,uti,hh3,0.8450239701791825
IN,uti,hh4,1.735223382088998
IN,uti,hh5,1.4132848972061833
IN,nmp,hh1,0.08043504722496542
IN,nmp,hh2,0.08986768421340538
IN,nmp,hh3,0.09417201703780559
IN,nmp,hh4,0.10496892891869601
IN,nmp,hh5,0.11300660832051476
IN,brd,hh1,0.3077652125447146
IN,brd,hh2,0.5354181137306256
IN,brd,hh3,0.7335171086820858
IN,brd,hh4,1.7114207804702246
IN,brd,hh5,2.0743888251893536
IN,bnk,hh1,0.34886028090757987
IN,bnk,hh2,0.6078164004722281
IN,bnk,hh3,0.7992406815310436
IN,bnk,hh4,1.6251868684210347
IN,bnk,hh5,1.3131587726110245
IN,ore,hh1,0.02007231752032709
IN,ore,hh2,0.020606560194105117
IN,ore,hh3,0.0208156503410658
IN,ore,hh4,0.021247342636818357
IN,ore,hh5,0.021448881185373143
IN,edu,hh1,0.2610921887971251
IN,edu,hh2,0.43375369095298877
IN,edu,hh3,0.6097608601270207
IN,edu,hh4,1.7760595649237176
IN,edu,hh5,3.7859780437817854
IN,ote,hh1,0.1488535264547601
IN,ote,hh2,0.18528839518145596
IN,ote,hh3,0.20546642439173876
IN,ote,hh4,0.2727259026671008
IN,ote,hh5,0.3242052995013684
IN,mch,hh1,0.12854564248756645
IN,mch,hh2,0.1545564427141255
IN,mch,hh3,0.1681786424059656
IN,mch,hh4,0.21007819728762106
IN,mch,hh5,0.2551262784067501
IN,dat,hh1,0.18742760521293353
IN,dat,hh2,0.24978285569012504
IN,dat,hh3,0.28880108885755496
IN,dat,hh4,0.4469999655943604
IN,dat,hh5,0.575005504782116
IN,amd,hh1,0.19866855176701181
IN,amd,hh2,0.2702460303708798
IN,amd,hh3,0.31510291980067634
IN,amd,hh4,0.49635619481604
IN,amd,hh5,0.5427468328636402
IN,hos,hh1,0.6994480993036261
IN,hos,hh2,2.191852368170928
IN,hos,hh3,3.4545686626711367
IN,hos,hh4,8.67343019423549
IN,hos,hh5,12.74269809384924
IN,rnt,hh1,0.16918062999077232
IN,rnt,hh2,0.21824324623952526
IN,rnt,hh3,0.2469342786724455
IN,rnt,hh4,0.3510675530186153
IN,rnt,hh5,0.40996155613958396
IN,pla,hh1,0.18536953803328296
IN,pla,hh2,0.2460125826070288
IN,pla,hh3,0.28392476702685854
IN,pla,hh4,0.4380152138314849
IN,pla,hh5,0.5884157066932197
IN,fof,hh1,0.03739350833541372
IN,fof,hh2,0.03930478653326774
IN,fof,hh3,0.04008340224813075
IN,fof,hh4,0.04176534249913818
IN,fof,hh5,0.042489625139753094
IN,fin,hh1,0.24569327199466512
IN,fin,hh2,0.36085432827714353
IN,fin,hh3,0.43764568770527607
IN,fin,hh4,0.7739827095143313
IN,fin,hh5,0.7103870747131037
IN,tsv,hh1,0.16055620519299368
IN,tsv,hh2,0.20352102796918803
IN,tsv,hh3,0.22845246957833246
IN,tsv,hh4,0.31916790318428945
IN,tsv,hh5,0.44255491414486564
IN,nrs,hh1,0.2813137723121243
IN,nrs,hh2,0.47438911450262206
IN,nrs,hh3,0.6552261691486501
IN,nrs,hh4,1.6814405024895904
IN,nrs,hh5,2.7304046733703573
IN,sec,hh1,0.3252073649213796
IN,sec,hh2,0.5468934891311441
IN,sec,hh3,0.7096015236081398
IN,sec,hh4,1.4263131632327912
IN,sec,hh5,1.1772991062138038
IN,art,hh1,0.13204397833578094
IN,art,hh2,0.15974203656479427
IN,art,hh3,0.17437941017117436
IN,art,hh4,0.21987388858260812
IN,art,hh5,0.2624371789271359
IN,mov,hh1,0.05848050755897213
IN,mov,hh2,0.06331024264756067
IN,mov,hh3,0.06538766039696255
IN,mov,hh4,0.0701920625342925
IN,mov,hh5,0.07278655027634608
IN,fpd,hh1,0.20491180296722705
IN,fpd,hh2,0.2838461225990395
IN,fpd,hh3,0.34035389388354476
IN,fpd,hh4,0.6362291426713388
IN,fpd,hh5,1.3489837855990918
IN,pri,hh1,0.02726080084125314
IN,pri,hh2,0.02825931683031452
IN,pri,hh3,0.02865648173089115
IN,pri,hh4,0.029490837285687913
IN,pri,hh5,0.029849861322878847
IN,grd,hh1,0.09347886534368151
IN,grd,hh2,0.10657752063810966
IN,grd,hh3,0.11274895983704922
IN,grd,hh4,0.128832916936819
IN,grd,hh5,0.1375298850289767
IN,sle,hh1,0.1765404707275341
IN,sle,hh2,0.23076688610544147
IN,sle,hh3,0.2629548315809263
IN,sle,hh4,0.3825776232390378
IN,sle,hh5,0.4335499005184808
IN,osv,hh1,0.3712217687429936
IN,osv,hh2,0.7846791202004978
IN,osv,hh3,1.1948081662916554
IN,osv,hh4,3.0937634159503693
IN,osv,hh5,4.327427513588155
IN,trn,hh1,0.002625728736317809
IN,trn,hh2,0.00263462110071909
IN,trn,hh3,0.0026379629845439466
IN,trn,hh4,0.002644546697918208
IN,trn,hh5,0.0026471767332892104
IN,fmt,hh1,0.13934896424086804
IN,fmt,hh2,0.1705597228688355
IN,fmt,hh3,0.18743421528126522
IN,fmt,hh4,0.24187911959959904
IN,fmt,hh5,0.29765527692768834
IN,pet,hh1,0.3796185070092584
IN,pet,hh2,0.7394135751937989
IN,pet,hh3,1.0392910776401103
IN,pet,hh4,2.3290124967168757
IN,pet,hh5,2.3165714642059387
IN,cep,hh1,0.23496638073509724
IN,cep,hh2,0.3472496837056061
IN,cep,hh3,0.4338921439446855
IN,cep,hh4,0.8998892850676926
IN,cep,hh5,1.4574728730975106
IN,wst,hh1,0.08938330845628226
IN,wst,hh2,0.10126346372974619
IN,wst,hh3,0.10669731756234622
IN,wst,hh4,0.12040110281914913
IN,wst,hh5,0.12384995631619003
IN,mot,hh1,0.3744852446393413
IN,mot,hh2,0.7931177809617083
IN,mot,hh3,1.2046334299211867
IN,mot,hh4,3.095217569317013
IN,mot,hh5,4.260412323205955
IN,adm,hh1,0.13413686723841772
IN,adm,hh2,0.16274472594820874
IN,adm,hh3,0.17798095966773683
IN,adm,hh4,0.22607794074552462
IN,adm,hh5,0.27836949348389683
IN,soc,hh1,0.2553727746973854
IN,soc,hh2,0.4147077884480807
IN,soc,hh3,0.571591411716135
IN,soc,hh4,1.616103450608424
IN,soc,hh5,3.478233830800214
IN,alt,hh1,0.34231693961574616
IN,alt,hh2,0.6800090327545492
IN,alt,hh3,1.0198816689124743
IN,alt,hh4,2.688173162714466
IN,alt,hh5,3.9296433722852204
IN,pmt,hh1,0.003729143209264606
IN,pmt,hh2,0.003747108565283848
IN,pmt,hh3,0.0037538779055429536
IN,pmt,hh4,0.0037672555272801295
IN,pmt,hh5,0.0037727240103282065
IN,trk,hh1,0.0451088407461458
IN,trk,hh2,0.047916085106920595
IN,trk,hh3,0.049084059051284996
IN,trk,hh4,0.05168013649744386
IN,trk,hh5,0.0531502465860198
IN,wtt,hh1,0.02054597823937393
IN,wtt,hh2,0.02110726418491083
IN,wtt,hh3,0.021326649370097688
IN,wtt,hh4,0.02177828041186854
IN,wtt,hh5,0.02195339188505939
