r,g,h,value
UT,fpd,hh2,0.14149555877742404
UT,fpd,hh3,0.17194171659111274
UT,fpd,hh4,0.34406789075052835
UT,fpd,hh5,0.9975165850619929
UT,pri,hh1,0.014454208559546843
UT,pri,hh2,0.01610985718082104
UT,pri,hh3,0.016435867551045508
UT,pri,hh4,0.01716806695044678
UT,pri,hh5,0.017502483093843803
UT,grd,hh1,0.042655877085821595
UT,grd,hh2,0.06116849784683523
UT,grd,hh3,0.0661662627396293
UT,grd,hh4,0.08034338602788653
UT,grd,hh5,0.08940848129815888
UT,sle,hh1,0.059580341569010306
UT,sle,hh2,0.10302939305672154
UT,sle,hh3,0.11797884961486148
UT,sle,hh4,0.1731952530520334
UT,sle,hh5,0.21949559022941617
UT,osv,hh1,0.0844484708524925
UT,osv,hh2,0.2162182163361628
UT,osv,hh3,0.30196679267604715
UT,osv,hh4,1.2966388622007146
UT,osv,hh5,3.232403973931079
UT,trn,hh1,0.0015292665637734594
UT,trn,hh2,0.0015460729757511367
UT,trn,hh3,0.001549014345637229
UT,trn,hh4,0.0015552004741622738
UT,trn,hh5,0.0015577771473885723
UT,fmt,hh1,0.05603538926807972
UT,fmt,hh2,0.09279345708043166
UT,fmt,hh3,0.10478520652556218
UT,fmt,hh4,0.14643706938396095
UT,fmt,hh5,0.18999810063054007
UT,pet,hh1,0.08715336595295131
UT,pet,hh2,0.23230961240023246
UT,pet,hh3,0.32401228104575824
UT,pet,hh4,1.1816090479913286
UT,pet,hh5,2.046772192315494
UT,cep,hh1,0.0811086625178365
UT,cep,hh2,0.19471494241766205
UT,cep,hh3,0.2627579942004978
UT,cep,hh4,1.0425295635097789
UT,cep,hh5,3.1515649993313284
UT,wst,hh1,0.038775571521844514
UT,wst,hh2,0.05352943068175289
UT,wst,hh3,0.05730081279832627
UT,wst,hh4,0.0675128345413911
UT,wst,hh5,0.07269551794507487
UT,mot,hh1,0.08533470711235137
UT,mot,hh2,0.22291638616759468
UT,mot,hh3,0.3154189339428565
UT,mot,hh4,1.4094916762098806
UT,mot,hh5,3.421421026633144
UT,adm,hh1,0.05278481977437
UT,adm,hh2,0.08423822039086316
UT,adm,hh3,0.09400838181534295
UT,adm,hh4,0.12606498949639075
UT,adm,hh5,0.15718452412074735
UT,soc,hh1,0.07269775965683219
UT,soc,hh2,0.14956485285951995
UT,soc,hh3,0.1843095392283938
UT,soc,hh4,0.40324468726673046
UT,soc,hh5,1.2521981356948786
UT,alt,hh1,0.0823925207543173
UT,alt,hh2,0.20171949332683028
UT,alt,hh3,0.27374501889934655
UT,alt,hh4,1.0505546473934353
UT,alt,hh5,2.7837336550518295
UT,pmt,hh1,0.002101692173536685
UT,pmt,hh2,0.0021335661254590628
UT,pmt,hh3,0.002139172256505102
UT,pmt,hh4,0.002150993947399572
UT,pmt,hh5,0.0021559631299356554
UT,trk,hh1,0.023413543605560624
UT,trk,hh2,0.02808649451451981
UT,trk,hh3,0.029093942266452153
UT,trk,hh4,0.031492643563112356
UT,trk,hh5,0.032769062233707916
UT,wtt,hh1,0.011394076941458322
UT,wtt,hh2,0.012398716064783478
UT,wtt,hh3,0.012590766722269362
UT,wtt,hh4,0.013014613405951378
UT,wtt,hh5,0.0131992853676109
UT,wpd,hh1,0.019596223867773693
UT,wpd,hh2,0.022767478028190687
UT,wpd,hh3,0.02342466998159945
UT,wpd,hh4,0.02494889277339208
UT,wpd,hh5,0.025709813650542226
UT,wrh,hh1,0.00045910041087449913
UT,wrh,hh2,0.00046060345364955626
UT,wrh,hh3,0.0004608641105564987
UT,wrh,hh4,0.0004614097352955565
UT,wrh,hh5,0.0004616358710678056
UT,ott,hh1,0.01754546981027432
UT,ott,hh2,0.020045438398222103
UT,ott,hh3,0.020552927738795072
UT,ott,hh4,0.021714832272182388
UT,ott,hh5,0.02228836208395181
UT,che,hh1,0.085134647904399
UT,che,hh2,0.22501631137108774
UT,che,hh3,0.3255807714861241
UT,che,hh4,1.6962399570466515
UT,che,hh5,4.546318530490094
UT,air,hh1,0.06909273651507133
UT,air,hh2,0.13493660705683774
UT,air,hh3,0.16178333961110608
UT,air,hh4,0.29005144252646786
UT,air,hh5,0.4678497595529005
UT,mmf,hh1,0.07903815049582803
UT,mmf,hh2,0.18158639850463731
UT,mmf,hh3,0.23790911421995228
UT,mmf,hh4,0.7862392574235736
UT,mmf,hh5,2.4640162660139993
UT,otr,hh1,0.03186260188531932
UT,otr,hh2,0.04118898422981529
UT,otr,hh3,0.04339467726341418
UT,otr,hh4,0.048997742687635036
UT,otr,hh5,0.05194086546195638
UT,min,hh1,0.0005056111571427001
UT,min,hh2,0.0005074347837058535
UT,min,hh3,0.0005077511611628322
UT,min,hh4,0.0005084135521432664
UT,min,hh5,0.0005086879301625871
VT,ppd,hh1,0.015382177396171412
VT,ppd,hh2,0.01759800013070348
VT,ppd,hh3,0.018193853051307246
VT,ppd,hh4,0.02013165816371156
VT,ppd,hh5,0.020621657487142266
VT,res,hh1,0.05841960662874812
VT,res,hh2,0.11211136811604468
VT,res,hh3,0.14153538747283045
VT,res,hh4,0.5333880093495401
VT,res,hh5,0.8787584981956909
VT,amb,hh1,0.060600938036413414
VT,amb,hh2,0.12127334491820253
VT,amb,hh3,0.15795132592532574
VT,amb,hh4,0.81838245792146
VT,amb,hh5,1.6773708785282566
VT,fbp,hh1,0.06300969677409797
VT,fbp,hh2,0.13157577596931763
VT,fbp,hh3,0.17468184809599485
VT,fbp,hh4,1.0699313508281605
VT,fbp,hh5,1.742138890665742
VT,rec,hh1,0.04212570935110956
VT,rec,hh2,0.06422460326708274
VT,rec,hh3,0.07295475028058397
VT,rec,hh4,0.11958624710885217
VT,rec,hh5,0.1429521856817382
VT,agr,hh1,0.04400891884035224
VT,agr,hh2,0.06871123715285123
VT,agr,hh3,0.07876205065118023
VT,agr,hh4,0.13604208543284896
VT,agr,hh5,0.16306560384593669
VT,eec,hh1,0.025092392538756555
VT,eec,hh2,0.03157498649419494
VT,eec,hh3,0.03354828595740293
VT,eec,hh4,0.0408258327053249
VT,eec,hh5,0.043011054714021134
VT,pub,hh1,0.04208248425345159
VT,pub,hh2,0.06413348177647238
VT,pub,hh3,0.07281440986779282
VT,pub,hh4,0.11921775313109284
VT,pub,hh5,0.13985815457262893
VT,hou,hh1,0.07165202671880294
VT,hou,hh2,0.1766191233813615
VT,hou,hh3,0.253723170043317
VT,hou,hh4,2.2370124523819146
VT,hou,hh5,2.558450555268714
VT,ins,hh1,0.04987196681654283
VT,ins,hh2,0.08414317889489675
VT,ins,hh3,0.099697460528978
VT,ins,hh4,0.21292082888502376
VT,ins,hh5,0.2837875156211131
VT,tex,hh1,0.021164922624320334
VT,tex,hh2,0.025598798419483104
VT,tex,hh3,0.026880371381876905
VT,tex,hh4,0.03135004673088772
VT,tex,hh5,0.032609761102624306
VT,leg,hh1,0.03032877190975671
VT,leg,hh2,0.0403322640962591
VT,leg,hh3,0.043610775538707784
VT,leg,hh4,0.05680201598743389
VT,leg,hh5,0.06139744509866393
VT,fen,hh1,0.0030868821122962886
VT,fen,hh2,0.0031668992252153155
VT,fen,hh3,0.0031856440522743785
VT,fen,hh4,0.0032399677078117734
VT,fen,hh5,0.0032518363630174097
VT,uti,hh1,0.0489454611643092
VT,uti,hh2,0.08144391633870536
VT,uti,hh3,0.09562732102982009
VT,uti,hh4,0.1950892858245025
VT,uti,hh5,0.23825942414116713
VT,nmp,hh1,0.00674373803654624
VT,nmp,hh2,0.007137752912547897
VT,nmp,hh3,0.007233749438736871
VT,nmp,hh4,0.007520494357329783
VT,nmp,hh5,0.007586252541638479
VT,brd,hh1,0.04987099959186161
VT,brd,hh2,0.08413967460323923
VT,brd,hh3,0.09966275943878684
VT,brd,hh4,0.21272320615240833
VT,brd,hh5,0.2802828090731575
VT,bnk,hh1,0.04525909078281053
VT,bnk,hh2,0.07174198275431343
VT,bnk,hh3,0.08256882292734209
VT,bnk,hh4,0.14773049311988354
VT,bnk,hh5,0.17272291339487886
VT,ore,hh1,0.0026794186863892695
VT,ore,hh2,0.0027394982876067955
VT,ore,hh3,0.0027535145323934695
VT,ore,hh4,0.0027939986872305383
VT,ore,hh5,0.0028028713462435193
VT,edu,hh1,0.05054443772505559
VT,edu,hh2,0.08604585525505377
VT,edu,hh3,0.10253430710821525
VT,edu,hh4,0.22662506650790884
VT,edu,hh5,0.3448568344660675
VT,ote,hh1,0.0189417955641822
VT,ote,hh2,0.022417549370002073
VT,ote,hh3,0.023393434204437992
VT,ote,hh4,0.026703922750154468
VT,ote,hh5,0.02756480116018462
VT,mch,hh1,0.012028582654449144
VT,mch,hh2,0.013342310210958124
VT,mch,hh3,0.013681943533900887
VT,mch,hh4,0.014747886686462647
VT,mch,hh5,0.015008263799420066
VT,dat,hh1,0.030716716995733164
VT,dat,hh2,0.04102467509484192
VT,dat,hh3,0.04441524124105476
VT,dat,hh4,0.058182154410732545
VT,dat,hh5,0.06253686100588882
VT,amd,hh1,0.03427747175408902
VT,amd,hh2,0.047626190789865144
VT,amd,hh3,0.05223778714916378
VT,amd,hh4,0.07242181531258791
VT,amd,hh5,0.07880432667050027
VT,hos,hh1,0.06060666379873387
VT,hos,hh2,0.12129840676657212
VT,hos,hh3,0.15799597199604354
VT,hos,hh4,0.8192403358105197
VT,hos,hh5,1.6791371163835125
VT,rnt,hh1,0.029211483359426683
VT,rnt,hh2,0.038384937020294066
VT,rnt,hh3,0.04133509648535926
VT,rnt,hh4,0.05299890684369185
VT,rnt,hh5,0.056485362045174965
VT,pla,hh1,0.020369859177368027
VT,pla,hh2,0.02444557845615923
VT,pla,hh3,0.025610783366524472
VT,pla,hh4,0.0296355141329587
VT,pla,hh5,0.03070656703871698
VT,fof,hh1,0.003600714666730611
VT,fof,hh2,0.0037100614200988695
VT,fof,hh3,0.003735814645686262
VT,fof,hh4,0.0038107590711179908
VT,fof,hh5,0.0038271910422597636
VT,fin,hh1,0.033962530561712605
VT,fin,hh2,0.047008710875837884
VT,fin,hh3,0.05147075332741249
VT,fin,hh4,0.07094916636553783
VT,fin,hh5,0.07671920326421856
VT,tsv,hh1,0.026023552300140113
VT,tsv,hh2,0.0330630670713427
VT,tsv,hh3,0.03523333770286453
VT,tsv,hh4,0.04335279701466351
VT,tsv,hh5,0.04584344773567081
VT,nrs,hh1,0.046898153460790966
VT,nrs,hh2,0.07600523382648591
VT,nrs,hh3,0.08852783281244021
VT,nrs,hh4,0.1680034692357396
VT,nrs,hh5,0.2158630708735207
VT,sec,hh1,0.043309938947473745
VT,sec,hh2,0.0669779443383514
VT,sec,hh3,0.07634305750623895
VT,sec,hh4,0.128948910746104
VT,sec,hh5,0.1480629279498917
VT,art,hh1,0.022396514470780657
VT,art,hh2,0.027422681370298147
VT,art,hh3,0.028898454280520392
VT,art,hh4,0.03413355884446958
VT,art,hh5,0.03561097334842206
VT,mov,hh1,0.008192584198564702
VT,mov,hh2,0.00878150944296605
VT,mov,hh3,0.008927274892936916
VT,mov,hh4,0.009368382455230471
VT,mov,hh5,0.009470179004735929
VT,fpd,hh1,0.03462368846727255
VT,fpd,hh2,0.04829095142673827
VT,fpd,hh3,0.05306869804751975
VT,fpd,hh4,0.07402189731429676
VT,fpd,hh5,0.08233036068564964
VT,pri,hh1,0.002109277486481725
VT,pri,hh2,0.0021463323030831696
VT,pri,hh3,0.0021549251204832035
VT,pri,hh4,0.002179636411532227
VT,pri,hh5,0.0021849943232707127
VT,grd,hh1,0.011703422552889264
VT,grd,hh2,0.012943519960464053
VT,grd,hh3,0.013262760770449376
VT,grd,hh4,0.014261930544362877
VT,grd,hh5,0.014498774716014145
VT,sle,hh1,0.027307344062327304
VT,sle,hh2,0.03516432788900406
VT,sle,hh3,0.03762255707694078
VT,sle,hh4,0.047036807831343404
VT,sle,hh5,0.04970587853942233
VT,osv,hh1,0.05576385799794232
VT,osv,hh2,0.10255593772094376
VT,osv,hh3,0.1268299581296775
VT,osv,hh4,0.3852433685139378
VT,osv,hh5,0.6538074556242942
VT,trn,hh1,0.0003027524394479591
VT,trn,hh2,0.0003035044725677401
VT,trn,hh3,0.0003036756664607645
VT,trn,hh4,0.0003041612685374565
VT,trn,hh5,0.0003042650424192023
VT,fmt,hh1,0.013376855440613945
VT,fmt,hh2,0.015021756038780601
VT,fmt,hh3,0.01545368909744191
VT,fmt,hh4,0.016828347711473575
VT,fmt,hh5,0.017167282268301796
VT,pet,hh1,0.044812564559423514
VT,pet,hh2,0.07068068287621573
VT,pet,hh3,0.08128657737069564
VT,pet,hh4,0.14372967189566152
VT,pet,hh5,0.17032248853253457
VT,cep,hh1,0.03598628602585996
VT,cep,hh2,0.05098597555322484
VT,cep,hh3,0.05633396242739386
VT,cep,hh4,0.08055701350928306
VT,cep,hh5,0.08967034071401182
VT,wst,hh1,0.012449382106685268
VT,wst,hh2,0.013861838676801049
VT,wst,hh3,0.01422777412338975
VT,wst,hh4,0.01538438145039629
VT,wst,hh5,0.01565098876741187
VT,mot,hh1,0.05348743281670083
VT,mot,hh2,0.09501796437262412
VT,mot,hh3,0.11541553164074657
VT,mot,hh4,0.2984055323159323
VT,mot,hh5,0.4564020785173176
VT,adm,hh1,0.020594453818258758
VT,adm,hh2,0.02476918746119593
VT,adm,hh3,0.025966953654372172
VT,adm,hh4,0.03011344992187828
VT,adm,hh5,0.03126329485768036
VT,soc,hh1,0.04786028791762528
VT,soc,hh2,0.07854396404574254
VT,soc,hh3,0.09203270147601107
VT,soc,hh4,0.18109094531185174
VT,soc,hh5,0.24824101152299033
VT,alt,hh1,0.048651603183135377
VT,alt,hh2,0.08072170757408857
VT,alt,hh3,0.09497462441277557
VT,alt,hh4,0.19269398084978323
VT,alt,hh5,0.2549602985032173
VT,pmt,hh1,0.00028105692759366883
VT,pmt,hh2,0.00028170492290782354
VT,pmt,hh3,0.00028185240274521725
VT,pmt,hh4,0.00028227066593672205
VT,pmt,hh5,0.00028236009023452667
VT,trk,hh1,0.005373822014901159
VT,trk,hh2,0.005621076504582123
VT,trk,hh3,0.00568042997304441
VT,trk,hh4,0.005855656115227376
VT,trk,hh5,0.005895213573831195
VT,wtt,hh1,0.0023974544516582558
VT,wtt,hh2,0.0024454416443807094
VT,wtt,hh3,0.0024566010220068864
VT,wtt,hh4,0.002488771058824891
VT,wtt,hh5,0.002495735357452149
VT,wpd,hh1,0.0037933766752183073
VT,wpd,hh2,0.003914933803922602
VT,wpd,hh3,0.003943625573569332
VT,wpd,hh4,0.004027237916604294
VT,wpd,hh5,0.004045745595696635
VT,wrh,hh1,0.00011874586385394797
VT,wrh,hh2,0.00011886137924255068
VT,wrh,hh3,0.00011888762646106713
VT,wrh,hh4,0.00011896197620880693
VT,wrh,hh5,0.0001189778472458458
VT,ott,hh1,0.004407791992621734
VT,ott,hh2,0.004572773069628132
VT,ott,hh3,0.0046119698422437015
VT,ott,hh4,0.004726764730660575
VT,ott,hh5,0.004752400017022418
VT,che,hh1,0.052172477112660945
VT,che,hh2,0.09091771630085257
VT,che,hh3,0.10945209709136444
VT,che,hh4,0.2624453784654984
VT,che,hh5,0.39249706025438164
VT,air,hh1,0.029385987026670533
VT,air,hh2,0.038686569935501215
VT,air,hh3,0.04168612984587343
VT,air,hh4,0.05357832837712696
VT,air,hh5,0.05717841257262124
VT,mmf,hh1,0.04403751301088035
VT,mmf,hh2,0.06877329106840505
VT,mmf,hh3,0.07887224668401983
VT,mmf,hh4,0.13636915942232225
VT,mmf,hh5,0.16654293366636477
VT,otr,hh1,0.007843465655824123
VT,otr,hh2,0.00838163274079424
VT,otr,hh3,0.008514270376049883
VT,otr,hh4,0.00891454546014463
VT,otr,hh5,0.009005270246256258
VT,min,hh1,0.00010715878465302935
VT,min,hh2,0.00010725284730655122
VT,min,hh3,0.00010727421749645202
VT,min,hh4,0.00010733474720989996
VT,min,hh5,0.00010734766451162929
VA,ppd,hh1,0.17253587202173604
VA,ppd,hh2,0.23114368444118621
VA,ppd,hh3,0.26545719104019483
VA,ppd,hh4,0.44772098768453966
VA,ppd,hh5,0.9316321317901513
VA,res,hh1,0.6445874848048636
VA,res,hh2,1.776874677755793
VA,res,hh3,2.5276847143084678
VA,res,hh4,6.793636809459264
VA,res,hh5,11.252103169932985
VA,amb,hh1,0.4361293136124857
VA,amb,hh2,1.4182337372250275
VA,amb,hh3,2.409413410672801
VA,amb,hh4,8.037219696307611
VA,amb,hh5,16.6024131181759
VA,fbp,hh1,1.0928586659598747
VA,fbp,hh2,2.9624363878639794
VA,fbp,hh3,4.104035777470494
VA,fbp,hh4,10.698168026871551
VA,fbp,hh5,17.74115741574471
VA,rec,hh1,0.22228935976927497
VA,rec,hh2,0.3540365005118548
VA,rec,hh3,0.47744503450560283
VA,rec,hh4,1.6735616143013428
VA,rec,hh5,4.558737736577191
VA,agr,hh1,0.2519156370539988
VA,agr,hh2,0.4137918318271127
VA,agr,hh3,0.5397324048112089
VA,agr,hh4,1.491803367022696
VA,agr,hh5,2.9465875758981164
VA,eec,hh1,0.1866177437757748
VA,eec,hh2,0.2593634012678725
VA,eec,hh3,0.3073530341835738
VA,eec,hh4,0.6265177744201718
VA,eec,hh5,1.6711140949653207
VA,pub,hh1,0.25972942711552527
VA,pub,hh2,0.44258560327493696
VA,pub,hh3,0.5976099202125713
VA,pub,hh4,1.803474837092085
VA,pub,hh5,3.7068057697543044
VA,hou,hh1,4.844711795048345
VA,hou,hh2,8.196936646607753
VA,hou,hh3,9.424414693408789
VA,hou,hh4,19.910914006888664
VA,hou,hh5,25.41439115168894
VA,ins,hh1,0.3230007886820764
VA,ins,hh2,0.6528618941889569
VA,ins,hh3,0.9435510584325206
VA,ins,hh4,2.8823668867830774
VA,ins,hh5,5.297891906520479
VA,tex,hh1,0.17712451658987519
VA,tex,hh2,0.24047462734050193
VA,tex,hh3,0.28032195777966673
VA,tex,hh4,0.5231215774573588
VA,tex,hh5,1.3871075200746816
VA,leg,hh1,0.18432365177699142
VA,leg,hh2,0.25660898386861436
VA,leg,hh3,0.30711751822246275
VA,leg,hh4,0.6840911879523943
VA,leg,hh5,2.181541483733428
VA,fen,hh1,0.02981103693684823
VA,fen,hh2,0.03116605766322242
VA,fen,hh3,0.03165941011391667
VA,fen,hh4,0.03288172195847398
VA,fen,hh5,0.033596493588175284
VA,uti,hh1,0.45451948421955607
VA,uti,hh2,0.9327662487512862
VA,uti,hh3,1.151564840910678
VA,uti,hh4,2.638389886313472
VA,uti,hh5,3.260634633783943
VA,nmp,hh1,0.1127796653470378
VA,nmp,hh2,0.13491965633521508
VA,nmp,hh3,0.1452426428161095
VA,nmp,hh4,0.18122554688590353
VA,nmp,hh5,0.23299572091377413
VA,brd,hh1,0.36317751858098324
VA,brd,hh2,0.786938644841424
VA,brd,hh3,1.1348490612106368
VA,brd,hh4,3.3047611864710884
VA,brd,hh5,5.706245836600653
VA,bnk,hh1,0.40765207128422964
VA,bnk,hh2,0.7987181197390564
VA,bnk,hh3,0.9821838987647018
VA,bnk,hh4,2.2425043297084777
VA,bnk,hh5,2.759404922343486
VA,ore,hh1,0.032757184228837666
VA,ore,hh2,0.03439883825746478
VA,ore,hh3,0.03500394985603065
VA,ore,hh4,0.03652127834381082
VA,ore,hh5,0.03752399913019714
VA,edu,hh1,0.21571430104525727
VA,edu,hh2,0.35661775574972304
VA,edu,hh3,0.5177500609681268
VA,edu,hh4,2.329078959653416
VA,edu,hh5,6.901466191190028
VA,ote,hh1,0.1510705520611246
VA,ote,hh2,0.19384237326279374
VA,ote,hh3,0.21598145490070472
VA,ote,hh4,0.31049515994910504
VA,ote,hh5,0.4565183557991959
VA,mch,hh1,0.15440175052742086
VA,mch,hh2,0.19921622199242167
VA,mch,hh3,0.22362564242620506
VA,mch,hh4,0.33590528012165227
VA,mch,hh5,0.6201762597794375
VA,dat,hh1,0.21729983705285266
VA,dat,hh2,0.3235586340264131
VA,dat,hh3,0.39594893380062335
VA,dat,hh4,0.8998491796793939
VA,dat,hh5,1.845490693194305
VA,amd,hh1,0.27012431016493116
VA,amd,hh2,0.4480159043881504
VA,amd,hh3,0.5629195841511623
VA,amd,hh4,1.343958165712038
VA,amd,hh5,2.080739479280312
VA,hos,hh1,0.43637496168721374
VA,hos,hh2,1.4197493262900673
VA,hos,hh3,2.4119360290818475
VA,hos,hh4,8.04486313019917
VA,hos,hh5,16.618002672179767
VA,rnt,hh1,0.22497344455405113
VA,rnt,hh2,0.3394576827841344
VA,rnt,hh3,0.41487468539737987
VA,rnt,hh4,0.9233138711951098
VA,rnt,hh5,1.6990917213317989
VA,pla,hh1,0.19846784782957255
VA,pla,hh2,0.28204457997441823
VA,pla,hh3,0.3355438704703373
VA,pla,hh4,0.6744668961452348
VA,pla,hh5,1.4234904577668162
VA,fof,hh1,0.05716507417669777
VA,fof,hh2,0.06238456496305162
VA,fof,hh3,0.06441964459853212
VA,fof,hh4,0.06993226011967606
VA,fof,hh5,0.07361964997412902
VA,fin,hh1,0.276089055097511
VA,fin,hh2,0.4484557613164466
VA,fin,hh3,0.5380308707077319
VA,fin,hh4,1.1390778964668031
VA,fin,hh5,1.47148689936812
VA,tsv,hh1,0.18355152533734378
VA,tsv,hh2,0.2530139199673593
VA,tsv,hh3,0.2978813594151823
VA,tsv,hh4,0.5850192527788878
VA,tsv,hh5,1.5332276936034865
VA,nrs,hh1,0.2341554068331288
VA,nrs,hh2,0.37449411665064825
VA,nrs,hh3,0.49247166520036134
VA,nrs,hh4,1.4857699720860664
VA,nrs,hh5,3.481053035508256
VA,sec,hh1,0.37467341863601
VA,sec,hh2,0.7085251863639025
VA,sec,hh3,0.8712191287839872
VA,sec,hh4,1.9882791442599619
VA,sec,hh5,2.4681820008798443
VA,art,hh1,0.18089620799152054
VA,art,hh2,0.24710878886812446
VA,art,hh3,0.28786271222439264
VA,art,hh4,0.5261293635566076
VA,art,hh5,1.206168170757274
VA,mov,hh1,0.10302434993353506
VA,mov,hh2,0.12127149549453693
VA,mov,hh3,0.12944654998033714
VA,mov,hh4,0.1563060720083302
VA,mov,hh5,0.18541775001187585
VA,fpd,hh1,0.1871955242333631
VA,fpd,hh2,0.2635841853566643
VA,fpd,hh3,0.3192958997050188
VA,fpd,hh4,0.7681399846814415
VA,fpd,hh5,2.529725025020051
VA,pri,hh1,0.04347942510620733
VA,pri,hh2,0.04642892067051751
VA,pri,hh3,0.047541035650969676
VA,pri,hh4,0.050418055976176
VA,pri,hh5,0.052244113118869714
VA,grd,hh1,0.11779908276928998
VA,grd,hh2,0.14232265078346737
VA,grd,hh3,0.1536819381507005
VA,grd,hh4,0.19354763682439433
VA,grd,hh5,0.23592968095207306
VA,sle,hh1,0.18541039935129106
VA,sle,hh2,0.2546475091736229
VA,sle,hh3,0.2927117679007286
VA,sle,hh4,0.4889500101271505
VA,sle,hh5,0.7442083548520398
VA,osv,hh1,0.40868354834206266
VA,osv,hh2,1.1214407723994393
VA,osv,hh3,1.8101045460099219
VA,osv,hh4,5.8254546728585055
VA,osv,hh5,11.418541049114507
VA,trn,hh1,0.003811299304790183
VA,trn,hh2,0.003832489075648139
VA,trn,hh3,0.0038397390095553626
VA,trn,hh4,0.003856428054494263
VA,trn,hh5,0.0038650144162945673
VA,fmt,hh1,0.16345338565300077
VA,fmt,hh2,0.21478248894506624
VA,fmt,hh3,0.24355774290635948
VA,fmt,hh4,0.38394398610503067
VA,fmt,hh5,0.7290094923536116
VA,pet,hh1,0.4443792431240375
VA,pet,hh2,0.9994319220031999
VA,pet,hh3,1.3500044841841536
VA,pet,hh4,3.467382967935262
VA,pet,hh5,5.122075113661543
VA,cep,hh1,0.2274699836464553
VA,cep,hh2,0.3554363385235593
VA,cep,hh3,0.45887354007825903
VA,cep,hh4,1.3186277890217715
VA,cep,hh5,3.135520383312361
VA,wst,hh1,0.12749400415066556
VA,wst,hh2,0.1566203533419269
VA,wst,hh3,0.16932614393021583
VA,wst,hh4,0.2160379816206386
VA,wst,hh5,0.2464560580605597
VA,mot,hh1,0.3141817501426647
VA,mot,hh2,0.6461484579349778
VA,mot,hh3,0.9691242225180265
VA,mot,hh4,3.1747223449848776
VA,mot,hh5,6.261649037553405
VA,adm,hh1,0.16961854528291598
VA,adm,hh2,0.2259297908847014
VA,adm,hh3,0.2590501808611518
VA,adm,hh4,0.43601542652148073
VA,adm,hh5,0.9722742099842379
VA,soc,hh1,0.206020426222325
VA,soc,hh2,0.3130048972258206
VA,soc,hh3,0.4090395928626864
VA,soc,hh4,1.3893604002991242
VA,soc,hh5,4.28536384599037
VA,alt,hh1,0.3110023745959506
VA,alt,hh2,0.656854151422023
VA,alt,hh3,1.0191452695164362
VA,alt,hh4,3.51146994659529
VA,alt,hh5,7.238686916875646
VA,pmt,hh1,0.00620123096980468
VA,pmt,hh2,0.00625754204157178
VA,pmt,hh3,0.006276932527094906
VA,pmt,hh4,0.00632187421315879
VA,pmt,hh5,0.006345742985098451
VA,trk,hh1,0.06171486562600822
VA,trk,hh2,0.06782310591521339
VA,trk,hh3,0.07026095493839614
VA,trk,hh4,0.077019149253153
VA,trk,hh5,0.08273083139349954
VA,wtt,hh1,0.029166706137625394
VA,wtt,hh2,0.030463152586351055
VA,wtt,hh3,0.030931472654272235
VA,wtt,hh4,0.03208948434155675
VA,wtt,hh5,0.032723463235419296
VA,wpd,hh1,0.048927403239703474
VA,wpd,hh2,0.052689889865833596
VA,wpd,hh3,0.054137056045349435
VA,wpd,hh4,0.057962268506737795
VA,wpd,hh5,0.06076176478685375
VA,wrh,hh1,0.0018411721989785455
VA,wrh,hh2,0.0018461002230782924
VA,wrh,hh3,0.001847779152803572
VA,wrh,hh4,0.001851624657548422
VA,wrh,hh5,0.001853598564097664
VA,ott,hh1,0.056196057091024654
VA,ott,hh2,0.06121571519752658
VA,ott,hh3,0.06318810606005347
VA,ott,hh4,0.06854514632295293
VA,ott,hh5,0.0728576596262151
VA,che,hh1,0.3562487322404691
VA,che,hh2,0.9412590118557614
VA,che,hh3,1.595501835222166
VA,che,hh4,5.589812695618625
VA,che,hh5,11.739378718686732
VA,air,hh1,0.20423883589030747
VA,air,hh2,0.2931167978473328
VA,air,hh3,0.34805462079599875
VA,air,hh4,0.68400027122051
VA,air,hh5,1.259779943837071
VA,mmf,hh1,0.26156701262729853
VA,mmf,hh2,0.486993663959608
VA,mmf,hh3,0.7381900688014178
VA,mmf,hh4,2.838996843450096
VA,mmf,hh5,6.69570774516983
VA,otr,hh1,0.08612411070785296
VA,otr,hh2,0.09857178746397278
VA,otr,hh3,0.10378989550206087
VA,otr,hh4,0.11956935384465749
VA,otr,hh5,0.1315197566022013
VA,min,hh1,0.0012511630247295513
VA,min,hh2,0.0012534365581512849
VA,min,hh3,0.001254209937260618
VA,min,hh4,0.0012559783785236658
VA,min,hh5,0.0012568790022384323
WA,ppd,hh1,0.14078891855463746
WA,ppd,hh2,0.19128882433069802
WA,ppd,hh3,0.2292917964873272
WA,ppd,hh4,0.3725655623805157
WA,ppd,hh5,0.6232073164811738
WA,res,hh1,0.4078592686294627
WA,res,hh2,1.221280361759318
WA,res,hh3,2.1783980506325435
WA,res,hh4,6.738981048134899
WA,res,hh5,9.897421965713567
WA,amb,hh1,0.30374885282749076
WA,amb,hh2,1.0150783941946762
WA,amb,hh3,2.2908983895505006
WA,amb,hh4,8.831010306997879
WA,amb,hh5,16.31813427141397
WA,fbp,hh1,0.6861605896760264
WA,fbp,hh2,2.2971970605976826
WA,fbp,hh3,3.872699935410616
WA,fbp,hh4,11.428469196283416
WA,fbp,hh5,16.78426560126027
WA,rec,hh1,0.1823006978742398
WA,rec,hh2,0.2915088276318573
WA,rec,hh3,0.42650261702587017
WA,rec,hh4,1.6297545196530487
WA,rec,hh5,3.994082690810448
WA,agr,hh1,0.20600314712372153
WA,agr,hh2,0.3456486602584286
