r,q,h,value
GA,FL,hh4,0.22005341848001125
GA,FL,hh5,0.22796887354091402
GA,GA,hh1,5.728141967157401
GA,GA,hh2,29.793347300480246
GA,GA,hh3,38.766136914889955
GA,GA,hh4,113.01675949064682
GA,GA,hh5,133.44994680993074
GA,SC,hh1,0.03152054426437301
GA,SC,hh2,0.3231312507767798
GA,SC,hh3,0.32321938581665605
GA,SC,hh4,0.3750942524491581
GA,SC,hh5,0.38300970751006375
GA,TN,hh1,0.052019691348310006
GA,TN,hh2,0.47623930162581296
GA,TN,hh3,0.4763274366656915
GA,TN,hh4,0.5282023032981914
GA,TN,hh5,0.5361177583590978
HI,HI,hh1,0.7223151868252743
HI,HI,hh2,4.9705533734085865
HI,HI,hh3,8.607716394540645
HI,HI,hh4,26.531540988246782
HI,HI,hh5,46.42747449518727
ID,ID,hh1,0.5441194612255988
ID,ID,hh2,2.9643912915166575
ID,ID,hh3,5.6032877078303915
ID,ID,hh4,15.387084839981478
ID,ID,hh5,12.77402573423121
ID,WA,hh1,0.1985981589887554
ID,WA,hh2,0.304786000922915
ID,WA,hh3,0.304786000922915
ID,WA,hh4,0.304786000922915
ID,WA,hh5,0.304786000922915
IL,IL,hh1,3.386535418976
IL,IL,hh2,22.261878685617756
IL,IL,hh3,44.508556777817724
IL,IL,hh4,136.65274522168409
IL,IL,hh5,206.3573553008099
IL,IN,hh1,0.19000408392361276
IL,IN,hh2,0.5182942321298329
IL,IN,hh3,0.5325219606715154
IL,IN,hh4,0.5867985106735284
IL,IN,hh5,0.5975600106905591
IL,IA,hh1,0.16562038511717458
IL,IA,hh2,0.49391053332340035
IL,IA,hh3,0.5081382618650758
IL,IA,hh4,0.5624148118670916
IL,IA,hh5,0.5731763118841199
IL,MO,hh1,1.0455894149278262
IL,MO,hh2,1.3738795631340541
IL,MO,hh3,1.3881072916757369
IL,MO,hh4,1.442383841677749
IL,MO,hh5,1.4531453416947853
IL,WI,hh1,0.1319126754430937
IL,WI,hh2,0.46020282364931797
IL,WI,hh3,0.474430552190998
IL,WI,hh4,0.5287071021930123
IL,WI,hh5,0.5394686022100416
IN,IL,hh1,0.30650741918652274
IN,IL,hh2,1.0988970260538573
IN,IL,hh3,1.155777118592993
IN,IL,hh4,1.1705995955968627
IN,IL,hh5,1.1705995955968627
IN,IN,hh1,2.07394142229054
IN,IN,hh2,13.337572368154195
IN,IN,hh3,24.72833359247039
IN,IN,hh4,70.9653296893907
IN,IN,hh5,53.820971814066
IN,KY,hh1,0.44250045828085854
IN,KY,hh2,0.8448249620589451
IN,KY,hh3,0.84482496205829
IN,KY,hh4,0.8448249620575127
IN,KY,hh5,0.8448249620578318
IN,OH,hh1,0.03995551108783293
IN,OH,hh2,0.4150358607871375
IN,OH,hh3,0.4150358607871375
IN,OH,hh4,0.4150358607871375
IN,OH,hh5,0.4150358607871375
IA,IL,hh1,0.1203765536572908
IA,IL,hh2,0.338715311155265
IA,IL,hh3,0.338715311155265
IA,IL,hh4,0.338715311155265
IA,IL,hh5,0.338715311155265
IA,IA,hh1,1.113053540837752
IA,IA,hh2,5.35122413603623
IA,IA,hh3,9.622089924013283
IA,IA,hh4,33.50571041185361
IA,IA,hh5,26.901808610210914
IA,NE,hh1,0.2313743496146307
IA,NE,hh2,0.49147049941420756
IA,NE,hh3,0.49147049941420756
IA,NE,hh4,0.49147049941420756
IA,NE,hh5,0.49147049941420756
KS,KS,hh1,1.1196160656232994
KS,KS,hh2,7.190847973152059
KS,KS,hh3,10.325599284319772
KS,KS,hh4,34.619013636369544
KS,KS,hh5,32.93662761896086
KS,MO,hh1,0.7648908267333706
KS,MO,hh2,0.12291702272858301
KS,MO,hh3,1.438881772679846
KS,MO,hh4,1.389602753160792
KS,MO,hh5,1.4455603591424258
KY,IN,hh1,0.14964319447106272
KY,IN,hh2,0.030237028847515293
KY,IN,hh3,0.3777232125171925
KY,IN,hh4,0.3777232125171925
KY,IN,hh5,0.3777232125171925
KY,KY,hh1,1.628083440175832
KY,KY,hh2,11.74863539049275
KY,KY,hh3,16.194602718899823
KY,KY,hh4,43.763597599193645
KY,KY,hh5,44.640583750782845
KY,OH,hh1,0.6549907161180037
KY,OH,hh2,0.07064888815896199
KY,OH,hh3,0.8108339547835643
KY,OH,hh4,0.8092382555567547
KY,OH,hh5,0.8091923414409263
LA,LA,hh1,4.098626786136667
LA,LA,hh2,12.91430861568694
LA,LA,hh3,17.02959372461835
LA,LA,hh4,43.01978521997514
LA,LA,hh5,43.437323569756536
ME,ME,hh1,0.7518483494479699
ME,ME,hh2,3.1538841321320286
ME,ME,hh3,5.318120404925665
ME,ME,hh4,14.141947456563804
ME,ME,hh5,12.024889123006849
MD,DE,hh1,0.04253351526697181
MD,DE,hh2,0.04253351526697181
MD,DE,hh3,0.3309706861322422
MD,DE,hh4,0.5316689408371476
MD,DE,hh5,0.5316689408371476
MD,DC,hh1,0.5851934630008462
MD,DC,hh2,6.585190355068899
MD,DC,hh3,7.314910223742226
MD,DC,hh4,7.314910223742226
MD,DC,hh5,7.314910223742226
MD,MD,hh1,1.0202111323404133
MD,MD,hh2,7.682586885952254
MD,MD,hh3,12.062267421630853
MD,MD,hh4,65.41962021129086
MD,MD,hh5,134.2097931317455
MD,PA,hh1,0.035631516991832604
MD,PA,hh2,0.035631516991832604
MD,PA,hh3,0.16822778306639932
MD,PA,hh4,0.44539396239790746
MD,PA,hh5,0.44539396239790746
MD,VA,hh1,0.462625190166421
MD,VA,hh2,1.8157400474255905
MD,VA,hh3,3.115548075982975
MD,VA,hh4,3.115548075982975
MD,VA,hh5,3.115548075982975
MA,CT,hh1,0.3538495020811902
MA,CT,hh2,0.6187578705135925
MA,CT,hh3,0.5181034599713221
MA,CT,hh4,0.618757824913101
MA,CT,hh5,0.6187578249505226
MA,MA,hh1,1.7448575559991177
MA,MA,hh2,11.201339550383182
MA,MA,hh3,18.35067901648909
MA,MA,hh4,79.08677305444434
MA,MA,hh5,158.2921757836125
MA,NH,hh1,0.16873066035260803
MA,NH,hh2,0.8022305193142127
MA,NH,hh3,0.33298461824274256
MA,NH,hh4,0.852350635191582
MA,NH,hh5,0.8523506351955151
MA,RI,hh1,0.4402194031633291
MA,RI,hh2,1.0461054691481857
MA,RI,hh3,0.6044733610534611
MA,RI,hh4,1.0461054677199337
MA,RI,hh5,1.0461054677573554
MI,IN,hh1,0.3508241914948708
MI,IN,hh2,0.3126948522195499
MI,IN,hh3,0.42500608087701525
MI,IN,hh4,0.44334921346521877
MI,IN,hh5,0.4676517803242313
MI,MI,hh1,3.6618974723101827
MI,MI,hh2,20.876608012386686
MI,MI,hh3,27.48507805766981
MI,MI,hh4,90.49953811094629
MI,MI,hh5,113.4811609682153
MI,OH,hh1,0.34546812529589066
MI,OH,hh2,0.3073387860205674
MI,OH,hh3,0.41965001467803575
MI,OH,hh4,0.43799314726624056
MI,OH,hh5,0.45865519671027
MN,MN,hh1,1.4416177070862748
MN,MN,hh2,9.046335183329433
MN,MN,hh3,16.715367192673668
MN,MN,hh4,67.78939853086733
MN,MN,hh5,84.9685612739175
MN,ND,hh1,0.5837179434484067
MN,ND,hh2,0.5150507986539443
MN,ND,hh3,0.6159923622328525
MN,ND,hh4,0.6159923622328525
MN,ND,hh5,0.6159923622328525
MN,WI,hh1,0.034810443932303405
MN,WI,hh2,0.341259350102985
MN,WI,hh3,0.4351305491537925
MN,WI,hh4,0.4351305491537925
MN,WI,hh5,0.4351305491537925
MS,LA,hh1,0.20458339365026518
MS,LA,hh2,0.020502229881415604
MS,LA,hh3,0.25627787351769504
MS,LA,hh4,0.25627787351769504
MS,LA,hh5,0.25627787351769504
MS,MS,hh1,1.7147755470864054
MS,MS,hh2,9.765596942392568
MS,MS,hh3,12.449789373709367
MS,MS,hh4,26.652033942425806
MS,MS,hh5,13.779298107031279
MS,TN,hh1,0.2956516285409565
MS,TN,hh2,0.05516536007734339
MS,TN,hh3,0.5792076583102805
MS,TN,hh4,0.582290118771703
MS,TN,hh5,0.579667064261034
MO,IL,hh1,0.028745044648154205
MO,IL,hh2,0.3453875457906442
MO,IL,hh3,0.35930976949249216
MO,IL,hh4,0.35931305810192754
MO,IL,hh5,0.35931305810192754
MO,KS,hh1,0.8752947951204173
MO,KS,hh2,1.67788769359112
MO,KS,hh3,1.67788769359112
MO,KS,hh4,1.67788769359112
MO,KS,hh5,1.67788769359112
MO,MO,hh1,1.8735328385707433
MO,MO,hh2,12.878857538866274
MO,MO,hh3,19.293895751493437
MO,MO,hh4,59.56365580548805
MO,MO,hh5,64.92443961066625
MT,MT,hh1,0.4240586227531724
MT,MT,hh2,2.305577094796905
MT,MT,hh3,3.1220065394624217
MT,MT,hh4,10.696328989708483
MT,MT,hh5,9.12971268373061
NE,IA,hh1,0.13937028141598917
NE,IA,hh2,0.023984127296099
NE,IA,hh3,0.27785621166444824
NE,IA,hh4,0.2998015912012375
NE,IA,hh5,0.2998015912012375
NE,NE,hh1,0.8841803642580737
NE,NE,hh2,4.639062633302243
NE,NE,hh3,6.555756518632658
NE,NE,hh4,20.266653270986797
NE,NE,hh5,22.64248344543076
NV,NV,hh1,2.3006473758243384
NV,NV,hh2,11.294749830462106
NV,NV,hh3,15.033607957777285
NV,NV,hh4,46.23296443102557
NV,NV,hh5,35.377513002754135
NH,MA,hh1,0.1282156025067132
NH,MA,hh2,1.0592294543863778
NH,MA,hh3,1.602695031333915
NH,MA,hh4,1.602695031333915
NH,MA,hh5,1.602695031333915
NH,NH,hh1,0.16180549731560823
NH,NH,hh2,1.7472656172617227
NH,NH,hh3,2.948371065953388
NH,NH,hh4,12.663733961723729
NH,NH,hh5,20.49504965797633
NJ,NJ,hh1,1.8990826537330885
NJ,NJ,hh2,10.9929544701831
NJ,NJ,hh3,19.06138231001301
NJ,NJ,hh4,75.98508773652014
NJ,NJ,hh5,167.4640318219194
NJ,NY,hh1,1.044245334652388
NJ,NY,hh2,7.125507308720584
NJ,NY,hh3,9.848102467659452
NJ,NY,hh4,9.848102467659452
NJ,NY,hh5,9.848102467659452
NJ,PA,hh1,0.225710818035268
NJ,PA,hh2,0.225710818035268
NJ,PA,hh3,2.82138522544085
NJ,PA,hh4,2.82138522544085
NJ,PA,hh5,2.82138522544085
NM,NM,hh1,1.4449688317798326
NM,NM,hh2,6.004311502329642
NM,NM,hh3,7.463396649244668
NM,NM,hh4,21.10309596852579
NM,NM,hh5,17.429954658040508
NM,TX,hh1,0.2597244163053025
NM,TX,hh2,0.020777953304424203
NM,TX,hh3,0.2597244163053025
NM,TX,hh4,0.16171178123377583
NM,TX,hh5,0.2597244163053025
NY,CT,hh1,0.05328967172351741
NY,CT,hh2,0.5923720852070924
NY,CT,hh3,0.635045935421961
NY,CT,hh4,0.6541096886999258
NY,CT,hh5,0.6584806119355909
NY,NJ,hh1,2.046125241199778
NY,NJ,hh2,1.2845414539713573
NY,NJ,hh3,1.3272153041862313
NY,NJ,hh4,1.346279057464192
NY,NJ,hh5,1.3506499806998613
NY,NY,hh1,7.372476580420666
NY,NY,hh2,43.39944495536654
NY,NY,hh3,65.47842563594635
NY,NY,hh4,216.16129283521641
NY,NY,hh5,414.5230470962616
NY,PA,hh1,0.023795752550479003
NY,PA,hh2,0.19869781142795048
NY,PA,hh3,0.24137166164282237
NY,PA,hh4,0.2604354149207895
NY,PA,hh5,0.264806338156452
NC,NC,hh1,7.37550785161287
NC,NC,hh2,31.423124090521387
NC,NC,hh3,42.08627584201873
NC,NC,hh4,113.51361973365736
NC,NC,hh5,131.32005482320497
NC,SC,hh1,0.0630959050712728
NC,SC,hh2,0.6264106767503094
NC,SC,hh3,0.6242300952979789
NC,SC,hh4,0.6758508519310609
NC,SC,hh5,0.6847770422240016
NC,VA,hh1,0.42903273850890145
NC,VA,hh2,0.508700697251485
NC,VA,hh3,0.508700697251485
NC,VA,hh4,0.508700697251485
NC,VA,hh5,0.508700697251485
ND,ND,hh1,0.4854757788557484
ND,ND,hh2,2.46075524184902
ND,ND,hh3,3.7408382192407434
ND,ND,hh4,11.744676593614864
ND,ND,hh5,7.7677250128405575
OH,KY,hh1,0.45940980046818214
OH,KY,hh2,0.4912598371964072
OH,KY,hh3,0.5012465545893906
OH,KY,hh4,0.5527274301993436
OH,KY,hh5,0.570590820309053
OH,OH,hh1,5.060694628771206
OH,OH,hh2,22.903344221445185
OH,OH,hh3,39.043283038622135
OH,OH,hh4,127.42543111090271
OH,OH,hh5,128.09937815739127
OH,PA,hh1,0.16905600384795405
OH,PA,hh2,0.20090604057618203
OH,PA,hh3,0.21089275796916696
OH,PA,hh4,0.2623736335791191
OH,PA,hh5,0.2802370236888256
OH,WV,hh1,0.34916078115339005
OH,WV,hh2,0.3810108178816172
OH,WV,hh3,0.39099753527460207
OH,WV,hh4,0.442478410884556
OH,WV,hh5,0.46034180099426203
OK,OK,hh1,1.4981928378260363
OK,OK,hh2,11.376464638456163
OK,OK,hh3,12.851254052677263
OK,OK,hh4,40.96433163626343
OK,OK,hh5,30.930881458116737
OR,OR,hh1,1.5451336062796015
OR,OR,hh2,6.564313177084508
OR,OR,hh3,12.307932505852547
OR,OR,hh4,39.61421800698147
OR,OR,hh5,45.39320268249326
OR,WA,hh1,0.43510645623113686
OR,WA,hh2,0.47783959174175455
OR,WA,hh3,0.4886198083308651
OR,WA,hh4,0.4886198083308651
OR,WA,hh5,0.4886198083308651
PA,DE,hh1,0.04613562501534341
PA,DE,hh2,0.5766953126917925
PA,DE,hh3,0.5766953126917925
PA,DE,hh4,0.5766953126917925
PA,DE,hh5,0.5766953126917925
PA,MD,hh1,0.5844248527200827
PA,MD,hh2,1.0149746841718625
PA,MD,hh3,1.0149746841718625
PA,MD,hh4,1.0149746841718625
PA,MD,hh5,1.0149746841718625
PA,NJ,hh1,0.1688998772555848
PA,NJ,hh2,2.11124846569481
PA,NJ,hh3,2.11124846569481
PA,NJ,hh4,2.11124846569481
PA,NJ,hh5,2.11124846569481
PA,NY,hh1,0.3682962960038196
PA,NY,hh2,0.78171270187288
PA,NY,hh3,0.78171270187288
PA,NY,hh4,0.78171270187288
PA,NY,hh5,0.78171270187288
PA,PA,hh1,2.7674219042095096
PA,PA,hh2,17.70923265077955
PA,PA,hh3,30.627343371949145
PA,PA,hh4,123.69129620245623
PA,PA,hh5,183.671416784537
RI,MA,hh1,0.19485944995206336
RI,MA,hh2,0.7334949267540812
RI,MA,hh3,1.2196410187311202
RI,MA,hh4,1.2196410187311202
RI,MA,hh5,1.2196410187311202
RI,RI,hh1,0.3924309849508625
RI,RI,hh2,1.4771987572551
RI,RI,hh3,2.7620843788107234
RI,RI,hh4,10.488319458664831
RI,RI,hh5,16.22710298556305
SC,GA,hh1,0.10466312618668708
SC,GA,hh2,0.4036103370128875
SC,GA,hh3,0.4036103370128875
SC,GA,hh4,0.4036103370128875
SC,GA,hh5,0.4036103370128875
SC,NC,hh1,0.5732950960373973
SC,NC,hh2,1.117524090519125
SC,NC,hh3,1.117524090519125
SC,NC,hh4,1.117524090519125
SC,NC,hh5,1.117524090519125
SC,SC,hh1,1.4164361430091577
SC,SC,hh2,9.344882590799326
SC,SC,hh3,16.498496909162075
SC,SC,hh4,47.903685218011766
SC,SC,hh5,52.960584563676306
SD,SD,hh1,0.3922276532356872
SD,SD,hh2,2.7367140130252
SD,SD,hh3,3.5249420383552508
SD,SD,hh4,10.05006384490067
SD,SD,hh5,9.18700591752614
TN,KY,hh1,0.31053507410427916
TN,KY,hh2,0.43135178570824506
TN,KY,hh3,0.43135178570824506
TN,KY,hh4,0.43135178570824506
TN,KY,hh5,0.43135178570824506
TN,MS,hh1,0.2664790805797534
TN,MS,hh2,0.31031276112108
TN,MS,hh3,0.31031276112108
TN,MS,hh4,0.31031276112108
TN,MS,hh5,0.31031276112108
TN,TN,hh1,1.8918600969235242
TN,TN,hh2,14.476525890781007
TN,TN,hh3,19.135264291458704
TN,TN,hh4,58.30660236422027
TN,TN,hh5,72.81697625521305
TX,LA,hh1,0.028717851610765205
TX,LA,hh2,0.3453415915931762
TX,LA,hh3,0.34380748410942374
TX,LA,hh4,0.358973145134565
TX,LA,hh5,0.358973145134565
TX,NM,hh1,0.07870440492952664
TX,NM,hh2,0.2646667945092125
TX,NM,hh3,0.2646667945092125
TX,NM,hh4,0.2646667945092125
TX,NM,hh5,0.2646667945092125
TX,OK,hh1,0.020314925577723804
TX,OK,hh2,0.22901990217375673
TX,OK,hh3,0.227485794690007
TX,OK,hh4,0.24996790459653423
TX,OK,hh5,0.25393656972154754
TX,TX,hh1,15.105740617502367
TX,TX,hh2,76.02890214765881
TX,TX,hh3,101.43262105614873
TX,TX,hh4,302.3381654856195
TX,TX,hh5,348.6846649482119
UT,UT,hh1,0.9178650914862484
UT,UT,hh2,6.526864527396367
UT,UT,hh3,11.283071118327458
UT,UT,hh4,33.194045380944374
UT,UT,hh5,35.92434822190948
VT,VT,hh1,0.19395917607695734
VT,VT,hh2,1.1820470831892897
VT,VT,hh3,2.0411430615066677
VT,VT,hh4,6.483136741800802
VT,VT,hh5,8.108048149419119
VA,DC,hh1,2.0530807949779164
VA,DC,hh2,4.47134820277839
VA,DC,hh3,3.531425317290847
VA,DC,hh4,4.471348202791183
VA,DC,hh5,4.4713482046739
VA,MD,hh1,0.11586653434272014
VA,MD,hh2,1.005116399849461
VA,MD,hh3,0.5192502711795198
VA,MD,hh4,1.3608020122745887
VA,MD,hh5,1.4483316776303001
VA,NC,hh1,0.029497046717899954
VA,NC,hh2,0.029497046599930403
VA,NC,hh3,0.3680889855838197
VA,NC,hh4,0.3680874913565551
VA,NC,hh5,0.36871308249913004
VA,TN,hh1,0.020333063344297613
VA,TN,hh2,0.020333063218609605
VA,TN,hh3,0.020333063218609605
VA,TN,hh4,0.21467939169558625
VA,TN,hh5,0.25416329023262
VA,VA,hh1,2.2180529622351326
VA,VA,hh2,21.126185360118722
VA,VA,hh3,27.17610846291148
VA,VA,hh4,129.07254434989534
VA,VA,hh5,192.05822536864306
WA,OR,hh1,0.9411671007696628
WA,OR,hh2,0.6847442511567926
WA,OR,hh3,0.7026681474111868
WA,OR,hh4,1.16231084910695
WA,OR,hh5,1.1776934541678414
WA,WA,hh1,1.5288493310335485
WA,WA,hh2,13.894523299901913
WA,WA,hh3,22.815345809952767
WA,WA,hh4,101.57835330102567
WA,WA,hh5,150.70893670298508
WV,MD,hh1,0.023819250676604405
WV,MD,hh2,0.297740633457555
WV,MD,hh3,0.297740633457555
WV,MD,hh4,0.297740633457555
WV,MD,hh5,0.297740633457555
WV,VA,hh1,0.38005111607168707
WV,VA,hh2,0.4181049517979175
WV,VA,hh3,0.4181049517979175
WV,VA,hh4,0.4181049517979175
WV,VA,hh5,0.4181049517979175
WV,WV,hh1,0.6206543654954456
WV,WV,hh2,3.4214007486176765
WV,WV,hh3,4.6612417805967254
WV,WV,hh4,14.629879247413797
WV,WV,hh5,11.808399391601501
WI,IL,hh1,0.32039445701683283
WI,IL,hh2,0.5100544574131314
WI,IL,hh3,0.5891776358748599
WI,IL,hh4,0.6049501962983765
WI,IL,hh5,0.633224571922635
WI,MN,hh1,0.44276505813883615
WI,MN,hh2,0.6324250585351318
WI,MN,hh3,0.7115482369968588
WI,MN,hh4,0.7273207974203806
WI,MN,hh5,0.7906835072214907
WI,WI,hh1,2.432135506226576
WI,WI,hh2,12.42748628054687
WI,WI,hh3,22.017145164137315
WI,WI,hh4,57.05917712337118
WI,WI,hh5,62.32259725127082
WY,WY,hh1,0.38271610635154435
WY,WY,hh2,1.809256082948343
WY,WY,hh3,2.265193339469706
WY,WY,hh4,8.210499344679752
WY,WY,hh5,5.09693649612205
