r,g,h,value
TN,mch,hh4,0.10491066514987724
TN,mch,hh5,0.11082154031227015
TN,dat,hh1,0.12825848744085355
TN,dat,hh2,0.15492796823017896
TN,dat,hh3,0.14970355243852718
TN,dat,hh4,0.1912666394719031
TN,dat,hh5,0.20494884297146418
TN,amd,hh1,0.2690658399201653
TN,amd,hh2,0.42873295805994704
TN,amd,hh3,0.37670432430665507
TN,amd,hh4,0.7542585465919756
TN,amd,hh5,0.7460510690624136
TN,hos,hh1,0.7508357439165927
TN,hos,hh2,2.364431025513493
TN,hos,hh3,2.073074481813294
TN,hos,hh4,6.5214541727062425
TN,hos,hh5,8.512038093013235
TN,rnt,hh1,0.19356830637575687
TN,rnt,hh2,0.26344683790261775
TN,rnt,hh3,0.2472320869327002
TN,rnt,hh4,0.39157901409295964
TN,rnt,hh5,0.43124654919942407
TN,pla,hh1,0.1654508652224684
TN,pla,hh2,0.2130208003218164
TN,pla,hh3,0.20361826656285062
TN,pla,hh4,0.2944054804696827
TN,pla,hh5,0.3367099258919399
TN,fof,hh1,0.025093190559737896
TN,fof,hh2,0.025933975913736935
TN,fof,hh3,0.025789731930536627
TN,fof,hh4,0.02665694729297703
TN,fof,hh5,0.026860151660670416
TN,fin,hh1,0.31235935190424
TN,fin,hh2,0.5337961546274864
TN,fin,hh3,0.4311208977947845
TN,fin,hh4,0.869457316907341
TN,fin,hh5,0.7358112090370648
TN,tsv,hh1,0.16749616822927804
TN,tsv,hh2,0.21580338080483866
TN,tsv,hh3,0.20726127809222777
TN,tsv,hh4,0.30659859820483776
TN,tsv,hh5,0.38908548091479944
TN,nrs,hh1,0.3033968315704079
TN,nrs,hh2,0.5406459969508934
TN,nrs,hh3,0.4914604181873627
TN,nrs,hh4,1.3881061800095702
TN,nrs,hh5,1.975214240529169
TN,sec,hh1,0.3727216273969016
TN,sec,hh2,0.7011301886828103
TN,sec,hh3,0.5345138384706387
TN,sec,hh4,1.1692585491607188
TN,sec,hh5,0.9323908289340928
TN,art,hh1,0.17481182297655015
TN,art,hh2,0.22843774473299214
TN,art,hh3,0.21865289881676434
TN,art,hh4,0.33194811279611275
TN,art,hh5,0.4172334702755981
TN,mov,hh1,0.08899892120881171
TN,mov,hh2,0.10084062331704417
TN,mov,hh3,0.09874028123811306
TN,mov,hh4,0.11455588624382806
TN,mov,hh5,0.1204966164802723
TN,fpd,hh1,0.20744397425146785
TN,fpd,hh2,0.2892388063938172
TN,fpd,hh3,0.27611271341334537
TN,fpd,hh4,0.5151801767004222
TN,fpd,hh5,0.8756844796686576
TN,pri,hh1,0.027328342726856296
TN,pri,hh2,0.028329193857151228
TN,pri,hh3,0.02815788901312552
TN,pri,hh4,0.02919969402876794
TN,pri,hh5,0.029452167297357314
TN,grd,hh1,0.11595140454963064
TN,grd,hh2,0.13722412144758642
TN,grd,hh3,0.13314903406894626
TN,grd,hh4,0.16455461793033702
TN,grd,hh5,0.17472216783347183
TN,sle,hh1,0.15673692431119143
TN,sle,hh2,0.19932910722821084
TN,sle,hh3,0.1895178735358934
TN,sle,hh4,0.2616049305399555
TN,sle,hh5,0.2754976884513052
TN,osv,hh1,0.5060077043846226
TN,osv,hh2,1.32530628664947
TN,osv,hh3,1.1300647722295305
TN,osv,hh4,3.548189918619229
TN,osv,hh5,4.371129331876511
TN,trn,hh1,0.004578160016843089
TN,trn,hh2,0.004605095417801928
TN,trn,hh3,0.00460060004297539
TN,trn,hh4,0.00462661493545051
TN,trn,hh5,0.004632505359462378
TN,fmt,hh1,0.11657908737691305
TN,fmt,hh2,0.1378835088461905
TN,fmt,hh3,0.13409512040516872
TN,fmt,hh4,0.1667069407613531
TN,fmt,hh5,0.1829338507495679
TN,pet,hh1,0.41679936088188363
TN,pet,hh2,0.8740086116202054
TN,pet,hh3,0.6934966870678293
TN,pet,hh4,1.770009964389578
TN,pet,hh5,1.6174088523000167
TN,cep,hh1,0.22656881146828214
TN,cep,hh2,0.3293345644274307
TN,cep,hh3,0.3087508358289173
TN,cep,hh4,0.5938143877108786
TN,cep,hh5,0.7956055205141395
TN,wst,hh1,0.08657704396364863
TN,wst,hh2,0.097916286346259
TN,wst,hh3,0.0952690058230558
TN,wst,hh4,0.10908227783058434
TN,wst,hh5,0.11073998871152445
TN,mot,hh1,0.41248013853658405
TN,mot,hh2,0.9318509343727128
TN,mot,hh3,0.7997605799684893
TN,mot,hh4,2.4537969969548734
TN,mot,hh5,3.0033236441265374
TN,adm,hh1,0.15626881827158542
TN,adm,hh2,0.19733986544529877
TN,adm,hh3,0.19012372690533316
TN,adm,hh4,0.2692351480082094
TN,adm,hh5,0.3311767269177363
TN,soc,hh1,0.26225295743674576
TN,soc,hh2,0.4279486115568813
TN,soc,hh3,0.40337550156645935
TN,soc,hh4,1.1471514212782397
TN,soc,hh5,2.1428990054484367
TN,alt,hh1,0.4018155413402781
TN,alt,hh2,0.9064118537098074
TN,alt,hh3,0.7886261227893535
TN,alt,hh4,2.4982049219578393
TN,alt,hh5,3.224826825717593
TN,pmt,hh1,0.0043203278871722295
TN,pmt,hh2,0.0043442919117951005
TN,pmt,hh3,0.0043403072871532125
TN,pmt,hh4,0.004363464368438314
TN,pmt,hh5,0.004368874012609269
TN,trk,hh1,0.03465516603902962
TN,trk,hh2,0.03628006444082703
TN,trk,hh3,0.036006802826082374
TN,trk,hh4,0.037760474113696256
TN,trk,hh5,0.03830517007660918
TN,wtt,hh1,0.06151432202538992
TN,wtt,hh2,0.06695086070451862
TN,wtt,hh3,0.06590192886180919
TN,wtt,hh4,0.0721589377137561
TN,wtt,hh5,0.0733750488273199
TN,wpd,hh1,0.02546154031611846
TN,wpd,hh2,0.02632536871493608
TN,wpd,hh3,0.026180149078024302
TN,wpd,hh4,0.027079237592507476
TN,wpd,hh5,0.027326428041084202
TN,wrh,hh1,0.0008978753423375087
TN,wrh,hh2,0.0008989042312204851
TN,wrh,hh3,0.0008987334042823315
TN,wrh,hh4,0.0008997161137239264
TN,wrh,hh5,0.0008999385390519261
TN,ott,hh1,0.02466114635157612
TN,ott,hh2,0.025469908601839286
TN,ott,hh3,0.025334410159106393
TN,ott,hh4,0.026175008517405535
TN,ott,hh5,0.026413878976441228
TN,che,hh1,0.4274990416295207
TN,che,hh2,1.035103903923788
TN,che,hh3,0.90483189761531
TN,che,hh4,2.981512341584543
TN,che,hh5,3.9834648404171085
TN,air,hh1,0.22019851065508736
TN,air,hh2,0.31609120247246003
TN,air,hh3,0.2935706711345289
TN,air,hh4,0.5223763915448273
TN,air,hh5,0.598615914838928
TN,mmf,hh1,0.2834392048589889
TN,mmf,hh2,0.4789462707095694
TN,mmf,hh3,0.440615729200582
TN,mmf,hh4,1.1792744687177574
TN,mmf,hh5,1.7493197579005226
TN,otr,hh1,0.05000996194441308
TN,otr,hh2,0.05351383849426096
TN,otr,hh3,0.05288270034867394
TN,otr,hh4,0.05680475862461526
TN,otr,hh5,0.05770894920333243
TN,min,hh1,0.0013689865432240116
TN,min,hh2,0.0013713805852013695
TN,min,hh3,0.0013709827964839857
TN,min,hh4,0.0013732724712625219
TN,min,hh5,0.0013737893903152322
TX,ppd,hh1,0.26914352966473115
TX,ppd,hh2,0.4131228653190711
TX,ppd,hh3,0.44978081826772387
TX,ppd,hh4,0.9744044479617797
TX,ppd,hh5,3.041128394206881
TX,res,hh1,3.9593665963612525
TX,res,hh2,8.46934432022543
TX,res,hh3,8.333000702424203
TX,res,hh4,17.096824272729563
TX,res,hh5,24.05194351968146
TX,amb,hh1,2.0700417155742596
TX,amb,hh2,7.101133787958811
TX,amb,hh3,7.8539397365634
TX,amb,hh4,19.326613304913757
TX,amb,hh5,40.0249272810058
TX,fbp,hh1,5.893952760783207
TX,fbp,hh2,12.272126552500126
TX,fbp,hh3,12.08173427428946
TX,fbp,hh4,24.716526667246747
TX,fbp,hh5,35.04107246565233
TX,rec,hh1,0.3273502692584425
TX,rec,hh2,0.9048068016948317
TX,rec,hh3,1.1429800746872547
TX,rec,hh4,3.9909174896785338
TX,rec,hh5,12.092794157400673
TX,agr,hh1,0.5705617413294216
TX,agr,hh2,1.3700197894443866
TX,agr,hh3,1.4531070247295481
TX,agr,hh4,3.4024148267388066
TX,agr,hh5,5.951679732305713
TX,eec,hh1,0.2628894337869192
TX,eec,hh2,0.4226518461650408
TX,eec,hh3,0.4726912737495715
TX,eec,hh4,1.2201570328778573
TX,eec,hh5,4.464668733580846
TX,pub,hh1,0.4886606931107881
TX,pub,hh2,1.1233777705419004
TX,pub,hh3,1.2152609398108323
TX,pub,hh4,2.9481552030229867
TX,pub,hh5,5.6079723821322975
TX,hou,hh1,18.251046577021256
TX,hou,hh2,29.179401884802445
TX,hou,hh3,25.229015276544985
TX,hou,hh4,44.95532264233268
TX,hou,hh5,40.65253212202147
TX,ins,hh1,1.514232225837319
TX,ins,hh2,3.92410434966866
TX,ins,hh3,4.0357339937599725
TX,ins,hh4,8.899661258083828
TX,ins,hh5,14.376690616422671
TX,tex,hh1,0.23732752938654686
TX,tex,hh2,0.3578779602169043
TX,tex,hh3,0.39646306301647805
TX,tex,hh4,0.9590295369570625
TX,tex,hh5,4.206926242358775
TX,leg,hh1,0.22385293924594887
TX,leg,hh2,0.3469317119412053
TX,leg,hh3,0.39352827131458934
TX,leg,hh4,1.1427230842231881
TX,leg,hh5,5.7716051448385555
TX,fen,hh1,0.08204634093367376
TX,fen,hh2,0.0896704485350886
TX,fen,hh3,0.09054569792053002
TX,fen,hh4,0.09753991871234972
TX,fen,hh5,0.10370815616742084
TX,uti,hh1,2.3146712999460806
TX,uti,hh2,4.025898371514778
TX,uti,hh3,3.3602127112877036
TX,uti,hh4,6.042575991309341
TX,uti,hh5,4.907839181292167
TX,nmp,hh1,0.1910460879250461
TX,nmp,hh2,0.2412368875759549
TX,nmp,hh3,0.25099499610639864
TX,nmp,hh4,0.3432108263119584
TX,nmp,hh5,0.816011638829974
TX,brd,hh1,1.4107097677848361
TX,brd,hh2,3.431183035073057
TX,brd,hh3,3.4420776994158406
TX,brd,hh4,7.340169119339523
TX,brd,hh5,10.798377648394808
TX,bnk,hh1,2.6783907061412306
TX,bnk,hh2,4.521151262766655
TX,bnk,hh3,3.7257289649537846
TX,bnk,hh4,6.63538752643133
TX,bnk,hh5,5.207740154932515
TX,ore,hh1,0.080493078528433
TX,ore,hh2,0.08774916968949499
TX,ore,hh3,0.08869048297774233
TX,ore,hh4,0.09549700874847773
TX,ore,hh5,0.10504817366836611
TX,edu,hh1,0.23925223610209187
TX,edu,hh2,0.8133256035047125
TX,edu,hh3,1.199349884687437
TX,edu,hh4,5.594156230673356
TX,edu,hh5,20.321828506728327
TX,ote,hh1,0.28775849752185817
TX,ote,hh2,0.4331403673833193
TX,ote,hh3,0.45742958938986633
TX,ote,hh4,0.8427246436497043
TX,ote,hh5,1.7360173083673225
TX,mch,hh1,0.2111913605784665
TX,mch,hh2,0.2775334273276981
TX,mch,hh3,0.29159070674654086
TX,mch,hh4,0.4400201628782257
TX,mch,hh5,1.273599506071774
TX,dat,hh1,0.2912747794255036
TX,dat,hh2,0.4372991487966231
TX,dat,hh3,0.45851719598083185
TX,dat,hh4,0.8213532408873991
TX,dat,hh5,1.526201408759893
TX,amd,hh1,1.0310119769475872
TX,amd,hh2,2.2269778370237168
TX,amd,hh3,2.0982622676951737
TX,amd,hh4,4.172121941489081
TX,amd,hh5,4.795623210963654
TX,hos,hh1,2.0440195692208576
TX,hos,hh2,7.0203110988442585
TX,hos,hh3,7.7651328906952095
TX,hos,hh4,19.112613652893884
TX,hos,hh5,39.58187009659833
TX,rnt,hh1,0.4898302149956378
TX,rnt,hh2,1.0127118666708874
TX,rnt,hh3,1.0489386051673935
TX,rnt,hh4,2.3060434048208918
TX,rnt,hh5,3.6377680755948805
TX,pla,hh1,0.33993199970438986
TX,pla,hh2,0.5928008458018986
TX,pla,hh3,0.6417027581996431
TX,pla,hh4,1.4596655017301214
TX,pla,hh5,3.222343060742333
TX,fof,hh1,0.11895351683384335
TX,fof,hh2,0.1359561073445569
TX,fof,hh3,0.137945536981956
TX,fof,hh4,0.15607421153001394
TX,fof,hh5,0.1740214896236127
TX,fin,hh1,1.5042130016947213
TX,fin,hh2,2.726099677543497
TX,fin,hh3,2.2786089583399205
TX,fin,hh4,4.134463329461692
TX,fin,hh5,3.3527164225375414
TX,tsv,hh1,0.25230311366238084
TX,tsv,hh2,0.3817611499034829
TX,tsv,hh3,0.41865119784239024
TX,tsv,hh4,0.9418963311431441
TX,tsv,hh5,3.488912528300441
TX,nrs,hh1,0.4733657291812591
TX,nrs,hh2,1.3451908788998472
TX,nrs,hh3,1.5499044823606916
TX,nrs,hh4,4.282978232808352
TX,nrs,hh5,9.897597996154198
TX,sec,hh1,2.032462015174136
TX,sec,hh2,3.5491815325289937
TX,sec,hh3,2.9411255054474243
TX,sec,hh4,5.284577170645009
TX,sec,hh5,4.206508827850634
TX,art,hh1,0.2904506978129627
TX,art,hh2,0.5008453966727574
TX,art,hh3,0.5641890948257072
TX,art,hh4,1.5109994261083084
TX,art,hh5,4.76102314263603
TX,mov,hh1,0.22221776892833897
TX,mov,hh2,0.2948569385642633
TX,mov,hh3,0.307847830156582
TX,mov,hh4,0.45546943158525716
TX,mov,hh5,0.9519594239608848
TX,fpd,hh1,0.22119463833995998
TX,fpd,hh2,0.36114771693467385
TX,fpd,hh3,0.42106199627546803
TX,fpd,hh4,1.4575859231447164
TX,fpd,hh5,7.306900683252615
TX,pri,hh1,0.12013298414346114
TX,pri,hh2,0.1374754310311957
TX,pri,hh3,0.13960208302011315
TX,pri,hh4,0.1583518158462304
TX,pri,hh5,0.17913493619306337
TX,grd,hh1,0.29114272624635096
TX,grd,hh2,0.43813548880233905
TX,grd,hh3,0.4603939457565603
TX,grd,hh4,0.8331333774930352
TX,grd,hh5,1.5935446788503589
TX,sle,hh1,0.3872795514812801
TX,sle,hh2,0.6660092186799644
TX,sle,hh3,0.676692956408641
TX,sle,hh4,1.309030555369543
TX,sle,hh5,1.814636093545486
TX,osv,hh1,1.5999775405641103
TX,osv,hh2,4.80431707276893
TX,osv,hh3,5.155192375076177
TX,osv,hh4,12.117066480176689
TX,osv,hh5,22.710080909178163
TX,trn,hh1,0.02232432098662728
TX,trn,hh2,0.022837546352226065
TX,trn,hh3,0.022892374460600308
TX,trn,hh4,0.023267768668636734
TX,trn,hh5,0.023522691678155176
TX,fmt,hh1,0.24813448886633901
TX,fmt,hh2,0.35489554206690965
TX,fmt,hh3,0.3794647348082384
TX,fmt,hh4,0.6983266541363305
TX,fmt,hh5,2.126034355714352
TX,pet,hh1,2.1841813740848135
TX,pet,hh2,4.421164705487058
TX,pet,hh3,4.1069753161575075
TX,pet,hh4,7.9743614096687425
TX,pet,hh5,9.01504825340629
TX,cep,hh1,0.4040311986909842
TX,cep,hh2,0.9445522292168779
TX,cep,hh3,1.079275771601138
TX,cep,hh4,2.979088322437037
TX,cep,hh5,7.096197181468264
TX,wst,hh1,0.2806691402013532
TX,wst,hh2,0.3960681117526308
TX,wst,hh3,0.387811700549737
TX,wst,hh4,0.5690098636043258
TX,wst,hh5,0.585500068518756
TX,mot,hh1,1.299677832870264
TX,mot,hh2,3.8397713109260247
TX,mot,hh3,4.098856636154253
TX,mot,hh4,9.58598546499145
TX,mot,hh5,17.56258061282185
TX,adm,hh1,0.24286624094611745
TX,adm,hh2,0.35561059670978523
TX,adm,hh3,0.38665352404252146
TX,adm,hh4,0.8080482256389484
TX,adm,hh5,3.084541810932702
TX,soc,hh1,0.25267758508737387
TX,soc,hh2,0.5613246410691914
TX,soc,hh3,0.7244367272459702
TX,soc,hh4,3.0847789364032856
TX,soc,hh5,11.748633448322302
TX,alt,hh1,1.103561411990442
TX,alt,hh2,3.642972128036477
TX,alt,hh3,3.993918147273567
TX,alt,hh4,9.774568429511897
TX,alt,hh5,19.44314705116057
TX,pmt,hh1,0.021796903124572692
TX,pmt,hh2,0.022284725866743113
TX,pmt,hh3,0.02233851047557343
TX,pmt,hh4,0.02269701371461643
TX,pmt,hh5,0.02298092569143752
TX,trk,hh1,0.13690450734309606
TX,trk,hh2,0.1597473973261957
TX,trk,hh3,0.16326551589821917
TX,trk,hh4,0.19155144705125451
TX,trk,hh5,0.26062957053448416
TX,wtt,hh1,0.22244628397933722
TX,wtt,hh2,0.29275087618462864
TX,wtt,hh3,0.29702404736936117
TX,wtt,hh4,0.4047577252417244
TX,wtt,hh5,0.47706617492190473
TX,wpd,hh1,0.10076737064596761
TX,wpd,hh2,0.1125096154943374
TX,wpd,hh3,0.11408677992757564
TX,wpd,hh4,0.12609075880662776
TX,wpd,hh5,0.14414502469861123
TX,wrh,hh1,0.0038149175990953737
TX,wrh,hh2,0.003829456292802608
TX,wrh,hh3,0.003830988264540164
TX,wrh,hh4,0.003840973656352232
TX,wrh,hh5,0.003847480431800356
TX,ott,hh1,0.08923474750364745
TX,ott,hh2,0.098267362501824
TX,ott,hh3,0.09946893384621075
TX,ott,hh4,0.10828406810761981
TX,ott,hh5,0.12167594508250933
TX,che,hh1,1.1784725204321793
TX,che,hh2,4.32105615040748
TX,che,hh3,4.827210283483638
TX,che,hh4,12.160131440782534
TX,che,hh5,25.639949459596885
TX,air,hh1,0.5017673889799932
TX,air,hh2,1.0875853889677787
TX,air,hh3,1.1428625277108053
TX,air,hh4,2.6032986233035063
TX,air,hh5,4.387409811445693
TX,mmf,hh1,0.4555707066297279
TX,mmf,hh2,1.4636182356620726
TX,mmf,hh3,1.7386890721070347
TX,mmf,hh4,5.075626419607143
TX,mmf,hh5,12.572943299185193
TX,otr,hh1,0.18737569465714185
TX,otr,hh2,0.2346351889420346
TX,otr,hh3,0.23982772084210877
TX,otr,hh4,0.3070105997158342
TX,otr,hh5,0.3813996079302011
TX,min,hh1,0.006016494464371151
TX,min,hh2,0.0060527912439597336
TX,min,hh3,0.0060566184765348564
TX,min,hh4,0.006081724148044376
TX,min,hh5,0.006097962979001695
UT,ppd,hh1,0.055450592784169944
UT,ppd,hh2,0.0996092717346337
UT,ppd,hh3,0.1093604876713452
UT,ppd,hh4,0.13788279039135454
UT,ppd,hh5,0.1612426859024332
UT,res,hh1,0.09504366862106338
UT,res,hh2,0.4294020037075336
UT,res,hh3,0.6546165171535387
UT,res,hh4,2.0036076332208577
UT,res,hh5,2.6591018658451455
UT,amb,hh1,0.09199876158836244
UT,amb,hh2,0.39514197362010206
UT,amb,hh3,0.6288286654271062
UT,amb,hh4,2.297326181034559
UT,amb,hh5,4.110642099660694
UT,fbp,hh1,0.10233751750680416
UT,fbp,hh2,0.6513676691955582
UT,fbp,hh3,1.0808626863396238
UT,fbp,hh4,3.208315508942868
UT,fbp,hh5,4.126327286739753
UT,rec,hh1,0.0756613659898026
UT,rec,hh2,0.19108505858625505
UT,rec,hh3,0.23195424500806966
UT,rec,hh4,0.43457777332857545
UT,rec,hh5,0.8492558972973381
UT,agr,hh1,0.07332156352715388
UT,agr,hh2,0.17693269045813806
UT,agr,hh3,0.21026772502555777
UT,agr,hh4,0.35165369103502614
UT,agr,hh5,0.4864918811992243
UT,eec,hh1,0.0726053764692744
UT,eec,hh2,0.17231286452198388
UT,eec,hh3,0.20448289609696643
UT,eec,hh4,0.34575440427936566
UT,eec,hh5,0.6203300951501531
UT,pub,hh1,0.06709882343619075
UT,pub,hh2,0.1445729081996986
UT,pub,hh3,0.16607376237077043
UT,pub,hh4,0.24346870983503102
UT,pub,hh5,0.3100682905923406
UT,hou,hh1,0.13417319743749814
UT,hou,hh2,2.0488680894576277
UT,hou,hh3,2.8129985590818483
UT,hou,hh4,6.030438985804922
UT,hou,hh5,5.260260555252781
UT,ins,hh1,0.08468788220912471
UT,ins,hh2,0.2666159878887218
UT,ins,hh3,0.3511546974476262
UT,ins,hh4,0.8786984447983078
UT,ins,hh5,1.356458118352284
UT,tex,hh1,0.054756491483510236
UT,tex,hh2,0.09736082969570993
UT,tex,hh3,0.10665867012508681
UT,tex,hh4,0.13367114457260748
UT,tex,hh5,0.15823196777480883
UT,leg,hh1,0.05839813705479126
UT,leg,hh2,0.1093912224855969
UT,leg,hh3,0.12129402631579841
UT,leg,hh4,0.15796381880862112
UT,leg,hh5,0.1975074265296873
UT,fen,hh1,0.009233693824106357
UT,fen,hh2,0.009972890974277551
UT,fen,hh3,0.010060861560067155
UT,fen,hh4,0.010241237053411782
UT,fen,hh5,0.010317636148499615
UT,uti,hh1,0.0839607433113575
UT,uti,hh2,0.25917768457668955
UT,uti,hh3,0.3288067954873194
UT,uti,hh4,0.6945331114156161
UT,uti,hh5,0.758664592985151
UT,nmp,hh1,0.030110262557953075
UT,nmp,hh2,0.03970034407442129
UT,nmp,hh3,0.041146688036139294
UT,nmp,hh4,0.04444961250797394
UT,nmp,hh5,0.046306018884097806
UT,brd,hh1,0.08139785246056426
UT,brd,hh2,0.23453161031534764
UT,brd,hh3,0.2965223794469334
UT,brd,hh4,0.635577784226382
UT,brd,hh5,0.9136065677338944
UT,bnk,hh1,0.08340554637499498
UT,bnk,hh2,0.253829450087216
UT,bnk,hh3,0.3201465576873231
UT,bnk,hh4,0.6631741116044227
UT,bnk,hh5,0.721701724624348
UT,ore,hh1,0.008759987293920793
UT,ore,hh2,0.009422413583682527
UT,ore,hh3,0.009500902852219226
UT,ore,hh4,0.009661658375267033
UT,ore,hh5,0.00973249914729818
UT,edu,hh1,0.07805060312074111
UT,edu,hh2,0.20935080620811972
UT,edu,hh3,0.2624665938278749
UT,edu,hh4,0.5938312414916849
UT,edu,hh5,1.5701500465586335
UT,ote,hh1,0.04577725789005863
UT,ote,hh2,0.07231451978024199
UT,ote,hh3,0.0772928579728811
UT,ote,hh4,0.0901691142216228
UT,ote,hh5,0.09762499493448638
UT,mch,hh1,0.03715421181185203
UT,mch,hh2,0.052918780920877505
UT,mch,hh3,0.055529132467520975
UT,mch,hh4,0.061799597918066496
UT,mch,hh5,0.06562885490597828
UT,dat,hh1,0.03862907737161844
UT,dat,hh2,0.05598296224441601
UT,dat,hh3,0.0589108624360344
UT,dat,hh4,0.06599891058481472
UT,dat,hh5,0.06964890339644064
UT,amd,hh1,0.07547648616490349
UT,amd,hh2,0.1908602277776976
UT,amd,hh3,0.2292027328184973
UT,amd,hh4,0.3967345264990919
UT,amd,hh5,0.49096597011924153
UT,hos,hh1,0.09188248459415531
UT,hos,hh2,0.3922676308626328
UT,hos,hh3,0.6221869952352197
UT,hos,hh4,2.26946723698205
UT,hos,hh5,4.064132199035118
UT,rnt,hh1,0.06466573562428089
UT,rnt,hh2,0.13392930029546543
UT,rnt,hh3,0.152095069406343
UT,rnt,hh4,0.21368471040161827
UT,rnt,hh5,0.255998664129416
UT,pla,hh1,0.06029857255738009
UT,pla,hh2,0.11640411221417157
UT,pla,hh3,0.12994451015576913
UT,pla,hh4,0.17253885732199398
UT,pla,hh5,0.20575579868508242
UT,fof,hh1,0.023988258332019945
UT,fof,hh2,0.029711899393936245
UT,fof,hh3,0.03051163022644746
UT,fof,hh4,0.032266819728409384
UT,fof,hh5,0.03306367497060765
UT,fin,hh1,0.07449876068583416
UT,fin,hh2,0.18532673629686236
UT,fin,hh3,0.21999798099940857
UT,fin,hh4,0.3636191398159415
UT,fin,hh5,0.4119658974162913
UT,tsv,hh1,0.04970269488559311
UT,tsv,hh2,0.08253019668336284
UT,tsv,hh3,0.0890986600583443
UT,tsv,hh4,0.1069259598903292
UT,tsv,hh5,0.12035170018270373
UT,nrs,hh1,0.0764687273617575
UT,nrs,hh2,0.19644273941111726
UT,nrs,hh3,0.2393132711660348
UT,nrs,hh4,0.44967436308187525
UT,nrs,hh5,0.7668734110845625
UT,sec,hh1,0.07927138034659403
UT,sec,hh2,0.2183762812026824
UT,sec,hh3,0.2671136709440875
UT,sec,hh4,0.49560392425632216
UT,sec,hh5,0.5554237686509317
UT,art,hh1,0.06166298338401338
UT,art,hh2,0.12143504666350098
UT,art,hh3,0.13629065515562125
UT,art,hh4,0.18453566706725405
UT,art,hh5,0.23264891194722223
UT,mov,hh1,0.027985498875625302
UT,mov,hh2,0.036092810193505
UT,mov,hh3,0.03728285343194609
UT,mov,hh4,0.03995982576525499
UT,mov,hh5,0.04130852883662611
UT,fpd,hh1,0.06887196623816257
UT,fpd,hh2,0.15252249277197347
UT,fpd,hh3,0.17701773317425754
UT,fpd,hh4,0.27291590527236753
UT,fpd,hh5,0.45401636584016525
UT,pri,hh1,0.014242242070422283
UT,pri,hh2,0.01608105966526517
UT,pri,hh3,0.01631153866752035
UT,pri,hh4,0.016794017455166753
UT,pri,hh5,0.017004193422112256
UT,grd,hh1,0.04643147615408684
UT,grd,hh2,0.07396404552686095
UT,grd,hh3,0.07917961747089411
UT,grd,hh4,0.0927517827243623
UT,grd,hh5,0.10046888707215766
UT,sle,hh1,0.05386928499795303
UT,sle,hh2,0.09482375411906459
UT,sle,hh3,0.10355097710557164
UT,sle,hh4,0.12823139879470113
UT,sle,hh5,0.14128062395332577
UT,osv,hh1,0.0862876991713671
UT,osv,hh2,0.2870432516954254
UT,osv,hh3,0.3915355849625864
UT,osv,hh4,1.1145170587623812
UT,osv,hh5,1.9155246184546373
UT,trn,hh1,0.0024470590690832184
UT,trn,hh2,0.0024960686677145453
UT,trn,hh3,0.0025015278827675885
UT,trn,hh4,0.0025124478273413605
UT,trn,hh5,0.002516942199735365
UT,fmt,hh1,0.04785337288965137
UT,fmt,hh2,0.07758023898655951
UT,fmt,hh3,0.08335104627376484
UT,fmt,hh4,0.09866735242831697
UT,fmt,hh5,0.10931425024284723
UT,pet,hh1,0.0876706697605627
UT,pet,hh2,0.30022088060333235
UT,pet,hh3,0.40217594379977706
UT,pet,hh4,1.0085262179727559
UT,pet,hh5,1.2341313376731795
UT,cep,hh1,0.08070208599709237
UT,cep,hh2,0.22922906989303354
UT,cep,hh3,0.2917292612852023
UT,cep,hh4,0.6711182909800828
UT,cep,hh5,1.3134949886280813
UT,wst,hh1,0.032987091997553536
UT,wst,hh2,0.044893247074995486
UT,wst,hh3,0.046735360777054424
UT,wst,hh4,0.050996094086515946
UT,wst,hh5,0.0527438393071316
UT,mot,hh1,0.08627836111443646
UT,mot,hh2,0.28651893124896916
UT,mot,hh3,0.389847889808944
UT,mot,hh4,1.096764571354721
UT,mot,hh5,1.8516401810725538
UT,adm,hh1,0.0467090280719936
UT,adm,hh2,0.07461520281612834
UT,adm,hh3,0.07993635113812858
UT,adm,hh4,0.09389992515170995
UT,adm,hh5,0.10388765504896438
UT,soc,hh1,0.07379043444670486
UT,soc,hh2,0.1792974272646706
UT,soc,hh3,0.214764768378765
UT,soc,hh4,0.38066396081668513
UT,soc,hh5,0.7642902001719979
UT,alt,hh1,0.08459150908459284
UT,alt,hh2,0.2672897159894958
UT,alt,hh3,0.3563449638096281
UT,alt,hh4,0.959349624380306
UT,alt,hh5,1.7270400881822479
UT,pmt,hh1,0.0024082145227360846
UT,pmt,hh2,0.002455663029703805
UT,pmt,hh3,0.002460946956071085
UT,pmt,hh4,0.002471516750013516
UT,pmt,hh5,0.0024759117321551103
UT,trk,hh1,0.01706747787207795
UT,trk,hh2,0.01977669788874108
UT,trk,hh3,0.02012699643060618
UT,trk,hh4,0.020870761861502645
UT,trk,hh5,0.021227133471572804
UT,wtt,hh1,0.02816654627140106
UT,wtt,hh2,0.036405637048237786
UT,wtt,hh3,0.0376128975091234
UT,wtt,hh4,0.040322721414466293
UT,wtt,hh5,0.041493685034597605
UT,wpd,hh1,0.012400335823338075
UT,wpd,hh2,0.013770992960521684
UT,wpd,hh3,0.013939569922847438
UT,wpd,hh4,0.014289969327680903
UT,wpd,hh5,0.014447704014184208
UT,wrh,hh1,0.00031279652019763156
UT,wrh,hh2,0.00031358342375967246
UT,wrh,hh3,0.00031366934979501314
