r,g,h,value
FL,che,hh2,3.953679599511347
FL,che,hh3,4.950186622660515
FL,che,hh4,13.068126421474206
FL,che,hh5,18.749039386951228
FL,air,hh1,0.533349568515413
FL,air,hh2,0.9281108675485747
FL,air,hh3,1.0637562210928215
FL,air,hh4,2.4886177604810573
FL,air,hh5,2.987212038654582
FL,mmf,hh1,0.5651547797054348
FL,mmf,hh2,1.3851745287530277
FL,mmf,hh3,1.8671807556303404
FL,mmf,hh4,5.673862584394393
FL,mmf,hh5,9.215641468766163
FL,otr,hh1,0.1721571668506079
FL,otr,hh2,0.19906013993196348
FL,otr,hh3,0.20697205518739345
FL,otr,hh4,0.25749583361064005
FL,otr,hh5,0.2754418441354602
FL,min,hh1,0.0034109680263830237
FL,min,hh2,0.0034193652635818735
FL,min,hh3,0.0034215295860890228
FL,min,hh4,0.003429680120429058
FL,min,hh5,0.003432442532698114
GA,ppd,hh1,0.18961966075480166
GA,ppd,hh2,0.25700460975322964
GA,ppd,hh3,0.2656582133910903
GA,ppd,hh4,0.43291850693657463
GA,ppd,hh5,0.6699168688401226
GA,res,hh1,1.0259660933839179
GA,res,hh2,2.878114429761029
GA,res,hh3,2.8921810224491304
GA,res,hh4,7.140488041977417
GA,res,hh5,7.913410375324253
GA,amb,hh1,0.6790997947144217
GA,amb,hh2,2.5922676089583443
GA,amb,hh3,2.9233460909600604
GA,amb,hh4,8.851393512476417
GA,amb,hh5,13.041516268467994
GA,fbp,hh1,1.7946644582408047
GA,fbp,hh2,4.712934170111287
GA,fbp,hh3,4.725165401121498
GA,fbp,hh4,11.387693022440317
GA,fbp,hh5,12.619260133231087
GA,rec,hh1,0.26766535291879584
GA,rec,hh2,0.48317486004880195
GA,rec,hh3,0.538051315306116
GA,rec,hh4,1.8198338052574365
GA,rec,hh5,3.6130656878013356
GA,agr,hh1,0.3070156714259547
GA,agr,hh2,0.5586829768758493
GA,agr,hh3,0.5863004004031506
GA,agr,hh4,1.5099022003081386
GA,agr,hh5,2.029223819091352
GA,eec,hh1,0.2041614858038843
GA,eec,hh2,0.2867143861387391
GA,eec,hh3,0.2993169529220806
GA,eec,hh4,0.5540627341217711
GA,eec,hh5,1.0261456959809283
GA,pub,hh1,0.2803802602670773
GA,pub,hh2,0.47671147146631676
GA,pub,hh3,0.5010636879739352
GA,pub,hh4,1.2327608001126873
GA,pub,hh5,1.7566411776367956
GA,hou,hh1,5.75152828044836
GA,hou,hh2,10.257066215841416
GA,hou,hh3,8.944320245444896
GA,hou,hh4,17.6886680315853
GA,hou,hh5,13.71815272029263
GA,ins,hh1,0.4644143325166236
GA,ins,hh2,1.183465652605883
GA,ins,hh3,1.2439782204749381
GA,ins,hh4,3.4534954622810465
GA,ins,hh5,4.303690958882475
GA,tex,hh1,0.19231227600111261
GA,tex,hh2,0.26276963705208417
GA,tex,hh3,0.27335039238585396
GA,tex,hh4,0.4732800197808677
GA,tex,hh5,0.888550260034767
GA,leg,hh1,0.2053685647359948
GA,leg,hh2,0.29236585889581757
GA,leg,hh3,0.3084502172518099
GA,leg,hh4,0.6392259976925884
GA,leg,hh5,1.4943877664813856
GA,fen,hh1,0.031937285769722844
GA,fen,hh2,0.03334501601501859
GA,fen,hh3,0.03343624624733953
GA,fen,hh4,0.03469065413794504
GA,fen,hh5,0.03516551468549222
GA,uti,hh1,0.6083006364323174
GA,uti,hh2,1.3027419991423868
GA,uti,hh3,1.1378874083634227
GA,uti,hh4,2.408720925090071
GA,uti,hh5,1.8963374782193327
GA,nmp,hh1,0.10320020310881643
GA,nmp,hh2,0.11976616536922982
GA,nmp,hh3,0.12129242557511294
GA,nmp,hh4,0.14331066813563878
GA,nmp,hh5,0.16212523186122293
GA,brd,hh1,0.4772536142506435
GA,brd,hh2,1.1829826910484176
GA,brd,hh3,1.2153685909665126
GA,brd,hh4,3.2252725797472
GA,brd,hh5,3.7582940021249027
GA,bnk,hh1,0.6281797610495004
GA,bnk,hh2,1.3348220842555232
GA,bnk,hh3,1.1533271265502674
GA,bnk,hh4,2.4183096172221576
GA,bnk,hh5,1.86867638646796
GA,ore,hh1,0.030898813627705104
GA,ore,hh2,0.03221018671923153
GA,ore,hh3,0.03229997019904572
GA,ore,hh4,0.033478832321854286
GA,ore,hh5,0.034022230923678176
GA,edu,hh1,0.25864025851988975
GA,edu,hh2,0.5185692305287526
GA,edu,hh3,0.6147855621784231
GA,edu,hh4,2.721289965989247
GA,edu,hh5,6.068617925866206
GA,ote,hh1,0.15742300321614183
GA,ote,hh2,0.20063035005258673
GA,ote,hh3,0.20460849103596548
GA,ote,hh4,0.28107920139572856
GA,ote,hh5,0.33526889314447456
GA,mch,hh1,0.12798722671193774
GA,mch,hh2,0.15466026702799043
GA,mch,hh3,0.1573605639676417
GA,mch,hh4,0.1988069117961556
GA,mch,hh5,0.24058587663994693
GA,dat,hh1,0.16906274349528752
GA,dat,hh2,0.22021693879150575
GA,dat,hh3,0.2247641737167685
GA,dat,hh4,0.3208266276456458
GA,dat,hh5,0.38403030247765546
GA,amd,hh1,0.37444522174818073
GA,amd,hh2,0.7368278133230931
GA,amd,hh3,0.7252568832494619
GA,amd,hh4,1.6823527731814654
GA,amd,hh5,1.6972018584654196
GA,hos,hh1,0.6727680617418998
GA,hos,hh2,2.5611914094930173
GA,hos,hh3,2.8884951052294627
GA,hos,hh4,8.75333945008224
GA,hos,hh5,12.898244484788313
GA,rnt,hh1,0.2606747193354733
GA,rnt,hh2,0.41378773687207787
GA,rnt,hh3,0.4258209188794937
GA,rnt,hh4,0.8855128874523978
GA,rnt,hh5,1.1077649478398912
GA,pla,hh1,0.21372211753987608
GA,pla,hh2,0.3051407978577478
GA,pla,hh3,0.3157023739439011
GA,pla,hh4,0.564420356190402
GA,pla,hh5,0.8071351766469117
GA,fof,hh1,0.04618298467650446
GA,fof,hh2,0.049205069114625764
GA,fof,hh3,0.04940442657310098
GA,fof,hh4,0.052265054227324144
GA,fof,hh5,0.05336903656014328
GA,fin,hh1,0.4080474763665265
GA,fin,hh2,0.7734634621131928
GA,fin,hh3,0.7043494243681263
GA,fin,hh4,1.4521685674828024
GA,fin,hh5,1.2129080401517518
GA,tsv,hh1,0.19447085699573405
GA,tsv,hh2,0.2666910733555889
GA,tsv,hh3,0.27701822897687206
GA,tsv,hh4,0.4761811773107229
GA,tsv,hh5,0.8317346515424617
GA,nrs,hh1,0.29895911834962846
GA,nrs,hh2,0.5662856082348023
GA,nrs,hh3,0.61804660279109
GA,nrs,hh4,1.8844976685304637
GA,nrs,hh5,3.0858943133836916
GA,sec,hh1,0.502356230241004
GA,sec,hh2,1.0238507498943576
GA,sec,hh3,0.9056346530635986
GA,sec,hh4,1.9029621476123137
GA,sec,hh5,1.5225358206649409
GA,art,hh1,0.21850401620922985
GA,art,hh2,0.3180553439819004
GA,art,hh3,0.33367116902095756
GA,art,hh4,0.6746551195593048
GA,art,hh5,1.2326718110125816
GA,mov,hh1,0.12455752839641418
GA,mov,hh2,0.14979964243943072
GA,mov,hh3,0.15212060989532342
GA,mov,hh4,0.18933338172195993
GA,mov,hh5,0.2171577390358531
GA,fpd,hh1,0.2068158203069842
GA,fpd,hh2,0.29598961934078455
GA,fpd,hh3,0.31282626962675086
GA,fpd,hh4,0.6631214692552585
GA,fpd,hh5,1.572551694124336
GA,pri,hh1,0.04762544042787258
GA,pri,hh2,0.05084558403209668
GA,pri,hh3,0.05106313638503562
GA,pri,hh4,0.05414248319365632
GA,pri,hh5,0.055389186117856225
GA,grd,hh1,0.18758255646485766
GA,grd,hh2,0.25320801041014124
GA,grd,hh3,0.25948877165856116
GA,grd,hh4,0.40050391402009816
GA,grd,hh5,0.5056229216782478
GA,sle,hh1,0.20444444629111289
GA,sle,hh2,0.28539819458115956
GA,sle,hh3,0.28998051485019105
GA,sle,hh4,0.46145425788760636
GA,sle,hh5,0.5239518329645935
GA,osv,hh1,0.5493147265489514
GA,osv,hh2,1.7191432274258178
GA,osv,hh3,1.8813636015329047
GA,osv,hh4,5.537673378789898
GA,osv,hh5,7.620991533915168
GA,trn,hh1,0.010039758657437286
GA,trn,hh2,0.01017345503149867
GA,trn,hh3,0.010181740214834709
GA,trn,hh4,0.010290562547370893
GA,trn,hh5,0.010329243604650812
GA,fmt,hh1,0.16514565130992775
GA,fmt,hh2,0.21316554330260587
GA,fmt,hh3,0.2186507060593393
GA,fmt,hh4,0.3150532322334201
GA,fmt,hh5,0.4303422142546721
GA,pet,hh1,0.5902674329861345
GA,pet,hh2,1.4323942471550657
GA,pet,hh3,1.3717341847240812
GA,pet,hh4,3.2439006754867488
GA,pet,hh5,3.1297704440220095
GA,cep,hh1,0.26294445042819825
GA,cep,hh2,0.4344705927387298
GA,cep,hh3,0.4628945827815516
GA,cep,hh4,1.189240568720129
GA,cep,hh5,1.9814767393994202
GA,wst,hh1,0.12404261142232147
GA,wst,hh2,0.1490702212366521
GA,wst,hh3,0.14945082784855265
GA,wst,hh4,0.18094273889086832
GA,wst,hh5,0.18671089224142043
GA,mot,hh1,0.4351803762524385
GA,mot,hh2,1.1332640077045757
GA,mot,hh3,1.2284650107250812
GA,mot,hh4,3.645805205331565
GA,mot,hh5,4.975885246213406
GA,adm,hh1,0.18580032005209798
GA,adm,hh2,0.24991716573297662
GA,adm,hh3,0.25869782507561345
GA,adm,hh4,0.4210601598555567
GA,adm,hh5,0.7045737447891023
GA,soc,hh1,0.24158784864114363
GA,soc,hh2,0.40337257660674164
GA,soc,hh3,0.4465988527238977
GA,soc,hh4,1.4910744413287471
GA,soc,hh5,3.4381377813084435
GA,alt,hh1,0.43120265632789667
GA,alt,hh2,1.1820429139429343
GA,alt,hh3,1.310439254222031
GA,alt,hh4,4.072998812100308
GA,alt,hh5,5.888567615997262
GA,pmt,hh1,0.007807216995227032
GA,pmt,hh2,0.007887685117349288
GA,pmt,hh3,0.007892721401400446
GA,pmt,hh4,0.007957842894081982
GA,pmt,hh5,0.007982083004869042
GA,trk,hh1,0.07056680074393429
GA,trk,hh2,0.07788791831863322
GA,trk,hh3,0.07847545803857084
GA,trk,hh4,0.08652272175865783
GA,trk,hh5,0.09170713116404189
GA,wtt,hh1,0.11815174639111384
GA,wtt,hh2,0.14083650202017126
GA,wtt,hh3,0.14201585105250655
GA,wtt,hh4,0.17128137266346852
GA,wtt,hh5,0.18022032986262745
GA,wpd,hh1,0.03513078576893011
GA,wpd,hh2,0.03683953152565383
GA,wpd,hh3,0.03695733204987664
GA,wpd,hh4,0.0385200914338687
GA,wpd,hh5,0.03923108532227782
GA,wrh,hh1,0.0014269299683995716
GA,wrh,hh2,0.0014295885249471871
GA,wrh,hh3,0.0014297510587635315
GA,wrh,hh4,0.0014318444813826102
GA,wrh,hh5,0.0014325805275158157
GA,ott,hh1,0.0354929493355438
GA,ott,hh2,0.037236968702574764
GA,ott,hh3,0.037358538711006195
GA,ott,hh4,0.03896096558942948
GA,ott,hh5,0.039729405784567934
GA,che,hh1,0.46878827466416895
GA,che,hh2,1.4781107716685744
GA,che,hh3,1.6744298284024905
GA,che,hh4,5.336355506489074
GA,che,hh5,8.012590836873489
GA,air,hh1,0.2939612884200152
GA,air,hh2,0.5121712082188108
GA,air,hh3,0.5331817567494316
GA,air,hh4,1.291195307087447
GA,air,hh5,1.6884760991853212
GA,mmf,hh1,0.30193243434355954
GA,mmf,hh2,0.5977994497342817
GA,mmf,hh3,0.6645572342165966
GA,mmf,hh4,2.188180899753496
GA,mmf,hh5,3.760519268256191
GA,otr,hh1,0.09844607822381934
GA,otr,hh2,0.11359261341207955
GA,otr,hh3,0.11462191974648912
GA,otr,hh4,0.13288129237004137
GA,otr,hh5,0.14024735841603975
GA,min,hh1,0.0021890211349081478
GA,min,hh2,0.002195286752852439
GA,min,hh3,0.002195670063050463
GA,min,hh4,0.0022006172019758533
GA,min,hh5,0.0022023507294809605
HI,ppd,hh1,0.032456495290518694
HI,ppd,hh2,0.046604670543219054
HI,ppd,hh3,0.04940439130329856
HI,ppd,hh4,0.05693764809129637
HI,ppd,hh5,0.05591592666120773
HI,res,hh1,0.0767739824726867
HI,res,hh2,0.2806953768448796
HI,res,hh3,0.4168093532267183
HI,res,hh4,1.642558907537752
HI,res,hh5,1.327213142177079
HI,amb,hh1,0.07538656764619851
HI,amb,hh2,0.2705986149302558
HI,amb,hh3,0.4205154895552407
HI,amb,hh4,2.0079883991975875
HI,amb,hh5,1.655615394410115
HI,fbp,hh1,0.08180310336558885
HI,fbp,hh2,0.37871401878286637
HI,fbp,hh3,0.6361020656206628
HI,fbp,hh4,2.669621203610106
HI,fbp,hh5,2.183753000380767
HI,rec,hh1,0.060810240538397835
HI,rec,hh2,0.14044800017951695
HI,rec,hh3,0.17039266403705605
HI,rec,hh4,0.33414583730236225
HI,rec,hh5,0.3006566607388629
HI,agr,hh1,0.05849759921244413
HI,agr,hh2,0.12872607694498397
HI,agr,hh3,0.15258566386552347
HI,agr,hh4,0.26269491677544066
HI,agr,hh5,0.24021423088537605
HI,eec,hh1,0.027680936899038288
HI,eec,hh2,0.03735434007153058
HI,eec,hh3,0.03912769250325917
HI,eec,hh4,0.04366660147959001
HI,eec,hh5,0.043072974806541195
HI,pub,hh1,0.05341061746123793
HI,pub,hh2,0.10648727138643116
HI,pub,hh3,0.1223582538955113
HI,pub,hh4,0.1845231699407677
HI,pub,hh5,0.17325935514512308
HI,hou,hh1,0.10223084322572655
HI,hou,hh2,1.0570241615101619
HI,hou,hh3,1.5986129678574648
HI,hou,hh4,4.479731036620306
HI,hou,hh5,3.6323207947366303
HI,ins,hh1,0.06787310374082316
HI,ins,hh2,0.18551804457106896
HI,ins,hh3,0.23930398720610352
HI,ins,hh4,0.6244261907853562
HI,ins,hh5,0.5250414877413264
HI,tex,hh1,0.040342377838016114
HI,tex,hh2,0.06475817842750729
HI,tex,hh3,0.07034907011988759
HI,tex,hh4,0.08725156768073171
HI,tex,hh5,0.08484804325421072
HI,leg,hh1,0.04560934220310164
HI,leg,hh2,0.07944958037594281
HI,leg,hh3,0.08809522873647
HI,leg,hh4,0.11707362303884569
HI,leg,hh5,0.11275262091603071
HI,fen,hh1,0.006644191028445634
HI,fen,hh2,0.007084464826069221
HI,fen,hh3,0.007145025599780364
HI,fen,hh4,0.00727770197873732
HI,fen,hh5,0.007261706770402774
HI,uti,hh1,0.06775825159162925
HI,uti,hh2,0.18279655011556042
HI,uti,hh3,0.2289086014163032
HI,uti,hh4,0.5065768559595994
HI,uti,hh5,0.43229969515280114
HI,nmp,hh1,0.014829627099821451
HI,nmp,hh2,0.01721858450078326
HI,nmp,hh3,0.017583161453309137
HI,nmp,hh4,0.01842420624101594
HI,nmp,hh5,0.018321048385540814
HI,brd,hh1,0.06692440793995715
HI,brd,hh2,0.17829997958094046
HI,brd,hh3,0.22672623216932045
HI,brd,hh4,0.547917086076596
HI,brd,hh5,0.46575106010173417
HI,bnk,hh1,0.06449792100854607
HI,bnk,hh2,0.16090212613140814
HI,bnk,hh3,0.19623222577521612
HI,bnk,hh4,0.38312705903880945
HI,bnk,hh5,0.33688754620344513
HI,ore,hh1,0.005936944105002266
HI,ore,hh2,0.006285986381750375
HI,ore,hh3,0.006333663550114343
HI,ore,hh4,0.006437896194330217
HI,ore,hh5,0.006425440807571033
HI,edu,hh1,0.06641199980698917
HI,edu,hh2,0.17526999945688967
HI,edu,hh3,0.22705052382268928
HI,edu,hh4,0.6541996259483671
HI,edu,hh5,0.5581613495017952
HI,ote,hh1,0.021907163715640984
HI,ote,hh2,0.027555947682894422
HI,ote,hh3,0.02850215885518038
HI,ote,hh4,0.03078998784491295
HI,ote,hh5,0.0304951285460791
HI,mch,hh1,0.019071351879620266
HI,mch,hh2,0.023213556557718517
HI,mch,hh3,0.02388278551792157
HI,mch,hh4,0.025473481019906798
HI,mch,hh5,0.02527478595985434
HI,dat,hh1,0.028491140376092385
HI,dat,hh2,0.03884655135353877
HI,dat,hh3,0.04075762294196886
HI,dat,hh4,0.04565046976920412
HI,dat,hh5,0.0449913774529415
HI,amd,hh1,0.057505497556245885
HI,amd,hh2,0.12396218717774808
HI,amd,hh3,0.1452776508806094
HI,amd,hh4,0.23649491014781046
HI,amd,hh5,0.21776380924715397
HI,hos,hh1,0.0753046732121951
HI,hos,hh2,0.26923750674906544
HI,hos,hh3,0.41712152729691676
HI,hos,hh4,1.9838674814637556
HI,hos,hh5,1.6351132977651217
HI,rnt,hh1,0.046782920692872834
HI,rnt,hh2,0.08309846884840065
HI,rnt,hh3,0.09237382609726855
HI,rnt,hh4,0.12298467032418033
HI,rnt,hh5,0.11795886524263616
HI,pla,hh1,0.03667042599416333
HI,pla,hh2,0.05580855047227383
HI,pla,hh3,0.05986381589501165
HI,pla,hh4,0.07129672048619776
HI,pla,hh5,0.06966329325593054
HI,fof,hh1,0.0038886422114204535
HI,fof,hh2,0.004035395278664481
HI,fof,hh3,0.004054950301716264
HI,fof,hh4,0.004097201079282286
HI,fof,hh5,0.004092155985555329
HI,fin,hh1,0.05576811890549081
HI,fin,hh2,0.11599877438707246
HI,fin,hh3,0.13394775527581676
HI,fin,hh4,0.20515741680441252
HI,fin,hh5,0.19091666065121118
HI,tsv,hh1,0.03772529878316492
HI,tsv,hh2,0.05828022223276137
HI,tsv,hh3,0.06275156446429248
HI,tsv,hh4,0.07568456440468493
HI,tsv,hh5,0.07387214743072915
HI,nrs,hh1,0.06122713017977112
HI,nrs,hh2,0.14271562499469445
HI,nrs,hh3,0.17328754747951405
HI,nrs,hh4,0.3378511596956477
HI,nrs,hh5,0.3028220810474474
HI,sec,hh1,0.06052765339406757
HI,sec,hh2,0.13845196459696446
HI,sec,hh3,0.16436199203157012
HI,sec,hh4,0.2832467795715398
HI,sec,hh5,0.25665745262946776
HI,art,hh1,0.044307091487120295
HI,art,hh2,0.07560108881390347
HI,art,hh3,0.0833272588918914
HI,art,hh4,0.10820666537965873
HI,art,hh5,0.1044414223013961
HI,mov,hh1,0.02018911973779338
HI,mov,hh2,0.024891313897846143
HI,mov,hh3,0.02566157712398048
HI,mov,hh4,0.027503225556494124
HI,mov,hh5,0.027269796481620284
HI,fpd,hh1,0.047459221744846264
HI,fpd,hh2,0.08521786161784398
HI,fpd,hh3,0.09526714312180797
HI,fpd,hh4,0.13039790678775282
HI,fpd,hh5,0.12503876246192488
HI,pri,hh1,0.00647327771521901
HI,pri,hh2,0.006890475884350445
HI,pri,hh3,0.006947754467924507
HI,pri,hh4,0.007073141289600917
HI,pri,hh5,0.007058040357157327
HI,grd,hh1,0.029568734483275263
HI,grd,hh2,0.040877032563251904
HI,grd,hh3,0.04300034701981508
HI,grd,hh4,0.04849762915217586
HI,grd,hh5,0.047752280334555135
HI,sle,hh1,0.04191522809673445
HI,sle,hh2,0.06891409202199221
HI,sle,hh3,0.07514079896740643
HI,sle,hh4,0.09388281760371833
HI,sle,hh5,0.09097504810380265
HI,osv,hh1,0.07185928882608196
HI,osv,hh2,0.2219661943174953
HI,osv,hh3,0.3074878402176448
HI,osv,hh4,1.104837510831623
HI,osv,hh5,0.9019600362771582
HI,trn,hh1,0.00131577633498641
HI,trn,hh2,0.0013321659310874551
HI,trn,hh3,0.0013342882455544822
HI,trn,hh4,0.0013388189290673268
HI,trn,hh5,0.0013382827368084366
HI,fmt,hh1,0.026380770582800004
HI,fmt,hh2,0.035025679255107064
HI,fmt,hh3,0.03657777140459524
HI,fmt,hh4,0.04049605186491727
HI,fmt,hh5,0.039985553767340115
HI,pet,hh1,0.06571327344277976
HI,pet,hh2,0.16951215974511133
HI,pet,hh3,0.21121160869959826
HI,pet,hh4,0.45724031290776634
HI,pet,hh5,0.39498291254905127
HI,cep,hh1,0.04047602354064718
HI,cep,hh2,0.06511191534303759
HI,cep,hh3,0.07072160950837836
HI,cep,hh4,0.08748267084475425
HI,cep,hh5,0.08501120201344194
HI,wst,hh1,0.02349640307948644
HI,wst,hh2,0.030115115823244647
HI,wst,hh3,0.03123488960912871
HI,wst,hh4,0.03396158446332503
HI,wst,hh5,0.033598658911835694
HI,mot,hh1,0.0653021640853008
HI,mot,hh2,0.16720861592835778
HI,mot,hh3,0.2102453954542328
HI,mot,hh4,0.48628401999688353
HI,mot,hh5,0.4195866406127273
HI,adm,hh1,0.03517641601293325
HI,adm,hh2,0.0524185281502839
HI,adm,hh3,0.056002013427153226
HI,adm,hh4,0.06601309308566716
HI,adm,hh5,0.06464212917039903
HI,soc,hh1,0.05980423574276434
HI,soc,hh2,0.13516776297842376
HI,soc,hh3,0.16285928629878085
HI,soc,hh4,0.3102614605027508
HI,soc,hh5,0.2815300278372718
HI,alt,hh1,0.06994207400271114
HI,alt,hh2,0.2033031916753455
HI,alt,hh3,0.27280249593810596
HI,alt,hh4,0.874845862395135
HI,alt,hh5,0.7215449753828002
HI,pmt,hh1,0.0010409952184974038
HI,pmt,hh2,0.0010512272640393761
HI,pmt,hh3,0.0010525485004126344
HI,pmt,hh4,0.001055366199638823
HI,pmt,hh5,0.0010550333613994134
HI,trk,hh1,0.009620977572896185
HI,trk,hh2,0.010572480071457896
HI,trk,hh3,0.010708360170996677
HI,trk,hh4,0.011011653176690483
HI,trk,hh5,0.010975050330571837
HI,wtt,hh1,0.016536061311999486
HI,wtt,hh2,0.019562909475280985
HI,wtt,hh3,0.02003183869940209
HI,wtt,hh4,0.021118579111030503
HI,wtt,hh5,0.02098073334099598
HI,wpd,hh1,0.005606497485867314
HI,wpd,hh2,0.005916748006332236
HI,wpd,hh3,0.005958952719604754
HI,wpd,hh4,0.006051026412975686
HI,wpd,hh5,0.006040017624402746
HI,wrh,hh1,0.00021507466756745273
HI,wrh,hh2,0.00021550802428886608
HI,wrh,hh3,0.000215563472083662
HI,wrh,hh4,0.00021568126316993494
HI,wrh,hh5,0.00021566737577390893
HI,ott,hh1,0.005043575291465693
HI,ott,hh2,0.0052932545798588596
HI,ott,hh3,0.005327003320353275
HI,ott,hh4,0.0054004359154025084
HI,ott,hh5,0.005391680693409655
HI,che,hh1,0.07019256692023777
HI,che,hh2,0.20585044475908865
HI,che,hh3,0.2784638773469275
HI,che,hh4,0.9330235080416895
HI,che,hh5,0.7686603300120921
HI,air,hh1,0.05092067390159743
HI,air,hh2,0.09706234488282299
HI,air,hh3,0.10999921648557523
HI,air,hh4,0.15700983587130954
HI,air,hh5,0.14879692141950063
HI,mmf,hh1,0.06087753012789429
HI,mmf,hh2,0.14082305833577893
HI,mmf,hh3,0.170623292516108
HI,mmf,hh4,0.32993452827148834
HI,mmf,hh5,0.29659025658144816
HI,otr,hh1,0.013631283437707573
HI,otr,hh2,0.015623956061257748
HI,otr,hh3,0.015922072575884617
HI,otr,hh4,0.016601041549923565
HI,otr,hh5,0.016516554141437514
HI,min,hh1,0.0001846037557609146
HI,min,hh2,0.0001849229268430347
HI,min,hh3,0.0001849637499920362
HI,min,hh4,0.0001850504580640468
HI,min,hh5,0.00018504023468461484
ID,ppd,hh1,0.04056365037038728
ID,ppd,hh2,0.05304433468479019
ID,ppd,hh3,0.05358171237702637
ID,ppd,hh4,0.06096518382229992
ID,ppd,hh5,0.06123549513556483
ID,res,hh1,0.11525462229199594
ID,res,hh2,0.3515276110989211
ID,res,hh3,0.37335450788772345
ID,res,hh4,1.1202436526309072
ID,res,hh5,0.9900570109373148
ID,amb,hh1,0.12138140859572202
ID,amb,hh2,0.4278524974684536
ID,amb,hh3,0.4725583221947945
ID,amb,hh4,1.7543697406678496
ID,amb,hh5,1.8715610067130453
ID,fbp,hh1,0.1341039927410654
ID,fbp,hh2,0.6126892544187775
ID,fbp,hh3,0.6668228604107007
ID,fbp,hh4,2.299543921052992
ID,fbp,hh5,1.977649477260758
ID,rec,hh1,0.07402260622687405
ID,rec,hh2,0.12936781321123125
ID,rec,hh3,0.13281249350647736
ID,rec,hh4,0.19342912191988318
ID,rec,hh5,0.2000192928486728
ID,agr,hh1,0.07786534402838798
ID,agr,hh2,0.14184508485429365
ID,agr,hh3,0.14575307409796218
ID,agr,hh4,0.22070521533566728
ID,agr,hh5,0.2198406441708389
ID,eec,hh1,0.06509314067242317
ID,eec,hh2,0.104417576427182
ID,eec,hh3,0.10662139602883328
ID,eec,hh4,0.14205999614052323
ID,eec,hh5,0.14558480743895938
ID,pub,hh1,0.05949726619468379
ID,pub,hh2,0.09086211364561227
ID,pub,hh3,0.09244547168193805
ID,pub,hh4,0.11742756566372509
ID,pub,hh5,0.11757921246509
ID,hou,hh1,0.17127838334372164
ID,hou,hh2,1.3468199145378508
ID,hou,hh3,1.3290158484291357
ID,hou,hh4,3.5723859640660955
ID,hou,hh5,2.3189752104476185
ID,ins,hh1,0.09987550165714293
ID,ins,hh2,0.23704554316764836
ID,ins,hh3,0.2480641068641154
ID,ins,hh4,0.5496289537179144
ID,ins,hh5,0.5304701865708324
ID,tex,hh1,0.03922792272108436
ID,tex,hh2,0.05077699388112146
ID,tex,hh3,0.05127129901877335
ID,tex,hh4,0.057991916895957625
ID,tex,hh5,0.058348452513482134
ID,leg,hh1,0.04690311163450112
ID,leg,hh2,0.06440879010363386
ID,leg,hh3,0.06521818095712502
ID,leg,hh4,0.07664617300344242
ID,leg,hh5,0.07752436475840044
ID,fen,hh1,0.005390040724129883
ID,fen,hh2,0.0055637213506713155
ID,fen,hh3,0.0055693230094767164
ID,fen,hh4,0.005637330229905118
ID,fen,hh5,0.005637643985472602
ID,uti,hh1,0.09097773884192825
ID,uti,hh2,0.1926363015830387
ID,uti,hh3,0.1972200446261528
ID,uti,hh4,0.3473114861517658
ID,uti,hh5,0.31207707166568366
ID,nmp,hh1,0.01734482373652347
ID,nmp,hh2,0.019283352583454524
ID,nmp,hh3,0.019352057342579256
ID,nmp,hh4,0.020211793353267934
ID,nmp,hh5,0.020232289033835584
ID,brd,hh1,0.08851715179948376
ID,brd,hh2,0.18168744509538445
ID,brd,hh3,0.1878835245386235
ID,brd,hh4,0.3305631136943249
ID,brd,hh5,0.32041601227387173
ID,bnk,hh1,0.0915895574762797
ID,bnk,hh2,0.19534142808148156
ID,bnk,hh3,0.19984446100606765
ID,bnk,hh4,0.3542932125974343
ID,bnk,hh5,0.3165134438722403
ID,ore,hh1,0.0049114486968983755
ID,ore,hh2,0.005055213703319696
ID,ore,hh3,0.0050598484470714186
ID,ore,hh4,0.00511592971416376
ID,ore,hh5,0.005116466304124095
ID,edu,hh1,0.09394321053217106
ID,edu,hh2,0.2048125432991104
ID,edu,hh3,0.21447971803971555
ID,edu,hh4,0.43777873125044464
ID,edu,hh5,0.5143880742584572
ID,ote,hh1,0.031845948642087014
ID,ote,hh2,0.03906650899855178
ID,ote,hh3,0.039350900135760675
ID,ote,hh4,0.04313573111076728
ID,ote,hh5,0.04317233460177765
ID,mch,hh1,0.022638435808206694
ID,mch,hh2,0.026058701934079047
ID,mch,hh3,0.02618512163236149
ID,mch,hh4,0.02779483059398112
ID,mch,hh5,0.027839021521068055
ID,dat,hh1,0.025263287599877983
ID,dat,hh2,0.02960294727827061
ID,dat,hh3,0.02976449961968229
ID,dat,hh4,0.03186181693350487
ID,dat,hh5,0.03187180836393005
ID,amd,hh1,0.06574821401568073
ID,amd,hh2,0.10639684838293732
ID,amd,hh3,0.10838630426066127
ID,amd,hh4,0.14401501742815295
ID,amd,hh5,0.14166030178977917
ID,hos,hh1,0.12112597519995864
ID,hos,hh2,0.4243893984239765
ID,hos,hh3,0.4683464231961932
ID,hos,hh4,1.7332090790632537
ID,hos,hh5,1.8487625148215112
ID,rnt,hh1,0.04751546844317372
ID,rnt,hh2,0.06562906646144523
ID,rnt,hh3,0.0664293028428267
ID,rnt,hh4,0.07818002405110505
ID,rnt,hh5,0.07805262747663766
ID,pla,hh1,0.046655578195439744
ID,pla,hh2,0.06397927784739535
ID,pla,hh3,0.06475817325238653
