r,g,m,value
KS,ott,trd,3.4600118808285925
KS,air,trn,0.028713959164097913
KS,otr,trn,0.014048564434295802
KY,fbt,trd,0.935747191751168
KY,pip,trn,0.22194190521778748
KY,trn,trn,0.3079702410334233
KY,mvt,trd,1.120054646039262
KY,trk,trn,1.2733168096521656
KY,gmt,trd,0.8246383001013655
KY,wtt,trn,0.09545045508879328
KY,wht,trd,7.464190404255931
KY,ott,trd,3.8438430732987814
KY,air,trn,0.028128826109618563
KY,otr,trn,0.013762282790879397
LA,fbt,trd,1.5602703959641664
LA,pip,trn,0.7465876504162917
LA,trn,trn,1.0359773131876997
LA,mvt,trd,1.867585734141213
LA,trk,trn,3.330355127057454
LA,gmt,trd,1.375006773590746
LA,wtt,trn,0.321084614128998
LA,wht,trd,12.445835178843105
LA,ott,trd,6.409246650023432
LA,air,trn,0.09462221284232479
LA,otr,trn,0.04629477413526208
ME,fbt,trd,0.28021723407131277
ME,pip,trn,0.03165986726028023
ME,trn,trn,0.0784576833127843
ME,mvt,trd,0.3354096252583849
ME,trk,trn,0.3243868195618692
ME,gmt,trd,0.24694475773016433
ME,wtt,trn,0.01421844443227358
ME,wht,trd,2.2352135364125396
ME,ott,trd,1.1510705922485762
ME,air,trn,0.007166025273946254
ME,otr,trn,0.0035060427307670077
MD,fbt,trd,1.3371518571713479
MD,pip,trn,0.08896485902735453
MD,trn,trn,0.38324942416265323
MD,mvt,trd,1.6005211271668518
MD,trk,trn,1.5845619772816226
MD,gmt,trd,1.1783809176190219
MD,wtt,trn,0.11878203499822285
MD,wht,trd,10.666081767932715
MD,ott,trd,5.492724904167762
MD,air,trn,0.03500453931103282
MD,otr,trn,0.017126287712310825
MA,fbt,trd,2.071348642238322
MA,pip,trn,0.10545244992605296
MA,trn,trn,0.5242234293674802
MA,mvt,trd,2.479327419582666
MA,trk,trn,2.1674253407967257
MA,gmt,trd,1.8254005337233212
MA,wtt,trn,0.1624746752589755
MA,wht,trd,16.522561644379667
MA,ott,trd,8.508643361199455
MA,air,trn,0.04788056676445382
MA,otr,trn,0.023426000695232367
MI,fbt,trd,3.9925849038530195
MI,pip,trn,0.5095126564261537
MI,trn,trn,0.6300283586438348
MI,mvt,trd,4.778975892941773
MI,trk,trn,4.232200520891519
MI,gmt,trd,3.5185127533882534
MI,wtt,trn,0.17290427936555894
MI,wht,trd,31.847719330844146
MI,ott,trd,16.400658171906883
MI,air,trn,0.09349349008100732
MI,otr,trn,0.04574253630730517
MN,fbt,trd,1.851436745522236
MN,pip,trn,0.4236119643892234
MN,trn,trn,0.5975468335591574
MN,mvt,trd,2.2161010441177234
MN,trk,trn,2.470584252465889
MN,gmt,trd,1.6316005690761992
MN,wtt,trn,0.18520009273850255
MN,wht,trd,14.768386709397413
MN,ott,trd,7.605293793731124
MN,air,trn,0.05457764658408847
MN,otr,trn,0.026702607617672958
MS,fbt,trd,0.43786516124707314
MS,pip,trn,0.11553327774718519
MS,trn,trn,0.16031587797837132
MS,mvt,trd,0.5241083409245537
MS,trk,trn,0.6628332062182968
MS,gmt,trd,0.3858738614739166
MS,wtt,trn,0.0496873446591688
MS,wht,trd,3.4927264155845648
MS,ott,trd,1.7986535059204096
MS,air,trn,0.0146426402730744
MS,otr,trn,0.007164044295977983
MO,fbt,trd,1.3751306029697457
MO,pip,trn,0.13465988018756728
MO,trn,trn,0.40963684033353176
MO,mvt,trd,1.6459802758100157
MO,trk,trn,1.6936619359689313
MO,gmt,trd,1.2118501373519313
MO,wtt,trn,0.12696039299046272
MO,wht,trd,10.969027469990946
MO,ott,trd,5.64873321523365
MO,air,trn,0.03741466516755096
MO,otr,trn,0.018305463603610145
MT,fbt,trd,0.22431996845795094
MT,pip,trn,0.0814168420763573
MT,trn,trn,0.11297535025587575
MT,mvt,trd,0.26850267367676023
MT,trk,trn,0.46710166564936256
MT,gmt,trd,0.19768463009947973
MT,wtt,trn,0.003363022051101364
MT,wht,trd,1.7893368751803584
MT,ott,trd,0.9214569539301206
MT,air,trn,0.01031873719797457
MT,otr,trn,0.005048535577342593
NE,fbt,trd,0.5927333172028604
NE,pip,trn,0.14179454543412814
NE,trn,trn,0.19675644530365755
NE,mvt,trd,0.7094797736479542
NE,trk,trn,0.8134983704005487
NE,gmt,trd,0.5223532588934432
NE,wtt,trn,0.002339288361961925
NE,wht,trd,4.728065846790028
NE,ott,trd,2.434817732532918
NE,air,trn,0.017970982577152995
NE,otr,trn,0.00879246589576574
NV,fbt,trd,0.4154584532977574
NV,pip,trn,0.027261858918229118
NV,trn,trn,0.11667643877195326
NV,mvt,trd,0.49728834342703554
NV,trk,trn,0.482403982541145
NV,gmt,trd,0.3661276846036311
NV,wtt,trn,0.020665642551109347
NV,wht,trd,3.31399445043353
NV,ott,trd,1.7066116917363612
NV,air,trn,0.0106567804937674
NV,otr,trn,0.005213926319712427
NH,fbt,trd,0.2123695016772829
NH,pip,trn,0.011966476222384434
NH,trn,trn,0.01077332878688782
NH,mvt,trd,0.2541984086380633
NH,trk,trn,0.22633163139201842
NH,gmt,trd,0.18715313965173871
NH,wtt,trn,0.016966286044129603
NH,wht,trd,1.6940113852863297
NH,ott,trd,0.8723670722158157
NH,air,trn,0.004999889308200922
NH,otr,trn,0.002446241102078061
NJ,fbt,trd,2.294700718708945
NJ,pip,trn,0.2686551204879636
NJ,trn,trn,0.469637958459191
NJ,mvt,trd,2.746671562486556
NJ,trk,trn,2.6823284587701353
NJ,gmt,trd,2.0222321975407245
NJ,wtt,trn,0.20107287530207896
NJ,wht,trd,18.304177919222827
NJ,ott,trd,9.426124428325975
NJ,air,trn,0.05925528526261844
NJ,otr,trn,0.0289911846822335
NM,fbt,trd,0.3409675271574155
NM,pip,trn,0.06932488776674751
NM,trn,trn,0.11675475233022337
NM,mvt,trd,0.4081254705413384
NM,trk,trn,0.48272777346923723
NM,gmt,trd,0.30048167332317977
NM,wtt,trn,0.020550904667251835
NM,wht,trd,2.7198014237247405
NM,ott,trd,1.4006193970308645
NM,air,trn,0.010663933355210159
NM,otr,trn,0.005217425921919629
NY,fbt,trd,5.125433180588214
NY,pip,trn,0.9670431984642682
NY,trn,trn,1.3418850605455854
NY,mvt,trd,6.134953219724108
NY,trk,trn,5.548084121635546
NY,gmt,trd,4.516848720019816
NY,wtt,trn,0.41589583226006704
NY,wht,trd,40.884129283472944
NY,ott,trd,21.054149029280435
NY,air,trn,0.12256265865339012
NY,otr,trn,0.05996489015989192
NC,fbt,trd,3.198926500094586
NC,pip,trn,0.15065730080540227
NC,trn,trn,0.5877263551836676
NC,mvt,trd,3.828996250647401
NC,trk,trn,4.0548122121705585
NC,gmt,trd,2.8190918812703103
NC,wtt,trn,0.0403227263915889
NC,wht,trd,25.516930957860087
NC,ott,trd,13.140484500273297
NC,air,trn,0.0895748071169033
NC,otr,trn,0.04382528519594934
ND,fbt,trd,0.24626064927889985
ND,pip,trn,0.06608383896715567
ND,trn,trn,0.09169902274722733
ND,mvt,trd,0.29476485400431096
ND,trk,trn,0.37913373285975693
ND,gmt,trd,0.21702011504108482
ND,wtt,trn,0.028420646823049837
ND,wht,trd,1.964351473877779
ND,ott,trd,1.011584431458785
ND,air,trn,0.00837543866778602
ND,otr,trn,0.004097759181081604
OH,fbt,trd,3.3174120453290477
OH,pip,trn,0.784303706546783
OH,trn,trn,1.08831273351285
OH,mvt,trd,3.9708190491534787
OH,trk,trn,4.499677933459861
OH,gmt,trd,2.923508671905694
OH,wtt,trn,0.23187712048535936
OH,wht,trd,26.462056604592757
OH,ott,trd,13.627196986669542
OH,air,trn,0.09940233033926235
OH,otr,trn,0.04863348988934718
OK,fbt,trd,0.7926999940943291
OK,pip,trn,0.20872469108033695
OK,trn,trn,0.28962981712966934
OK,mvt,trd,0.94883246151034
OK,trk,trn,1.197487502331976
OK,gmt,trd,0.6985762622455597
OK,wtt,trn,0.004989854869271709
OK,wht,trd,6.323143410454418
OK,ott,trd,3.2562367361223434
OK,air,trn,0.026453681806603263
OK,otr,trn,0.01294270327754365
OR,fbt,trd,1.1398504824844038
OR,pip,trn,0.05088555920381675
OR,trn,trn,0.30753237004290834
OR,mvt,trd,1.3643587070857561
OR,trk,trn,1.271506412352703
OR,gmt,trd,1.0045067434149602
OR,wtt,trn,0.09531474397211333
OR,wht,trd,9.092264565309032
OR,ott,trd,4.682254374169732
OR,air,trn,0.028088832644960048
OR,otr,trn,0.013742715626282036
PA,fbt,trd,3.3237466455375655
PA,pip,trn,0.7904668374811634
PA,trn,trn,1.0968647954477924
PA,mvt,trd,3.978401330411597
PA,trk,trn,4.535036818079388
PA,gmt,trd,2.929091113396112
PA,wtt,trn,0.19816586667216143
PA,wht,trd,26.512585916898498
PA,ott,trd,13.653218127153075
PA,air,trn,0.10018344302807107
PA,otr,trn,0.04901565634282936
RI,fbt,trd,0.23386924535497366
RI,pip,trn,0.011795245723210364
RI,trn,trn,0.062475672527825654
RI,mvt,trd,0.279932803576279
RI,trk,trn,0.258308477329051
RI,gmt,trd,0.20610004351132366
RI,wtt,trn,0.019363336388440826
RI,wht,trd,1.8655087532374544
RI,ott,trd,0.9606832772140207
RI,air,trn,0.005706289421730062
RI,otr,trn,0.002791853751820776
SC,fbt,trd,1.2430449150394827
SC,pip,trn,0.06659526594494553
SC,trn,trn,0.34773556742006234
SC,mvt,trd,1.487878611444109
SC,trk,trn,1.4377283396737208
SC,gmt,trd,1.0954480598221101
SC,wtt,trn,0.10777508258404261
SC,wht,trd,9.915417335672974
SC,ott,trd,5.106154342319802
SC,air,trn,0.03176083921376975
SC,otr,trn,0.015539278078372616
SD,fbt,trd,0.2436132593507789
SD,pip,trn,0.03242231976800608
SD,trn,trn,0.07992280080340616
SD,mvt,trd,0.29159602655282774
SD,trk,trn,0.33044441370688843
SD,gmt,trd,0.21468707129884756
SD,wtt,trn,0.0011112610865849403
SD,wht,trd,1.9432339939943246
SD,ott,trd,1.0007095375480857
SD,air,trn,0.007299843512311014
SD,otr,trn,0.003571514515184039
TN,fbt,trd,1.4947228824870074
TN,pip,trn,0.3143050943405955
TN,trn,trn,0.43613492263717096
TN,mvt,trd,1.7891277941616976
TN,trk,trn,1.8032194487583202
TN,gmt,trd,1.3172422506873747
TN,wtt,trn,0.13517305018219497
TN,wht,trd,11.922981222740452
TN,ott,trd,6.139991921959941
TN,air,trn,0.03983489884615673
TN,otr,trn,0.019489584838359914
TX,fbt,trd,12.74184141684273
TX,pip,trn,3.559516323235207
TX,trn,trn,4.939243442798448
TX,mvt,trd,15.251511095985482
TX,trk,trn,20.42152411082129
TX,gmt,trd,11.228898722616176
TX,wtt,trn,1.5308395799134509
TX,wht,trd,101.63806129961553
TX,ott,trd,52.34067417241739
TX,air,trn,0.45113164002255973
TX,otr,trn,0.22072023843827102
UT,fbt,trd,0.7660403611755731
UT,pip,trn,0.10634307516221612
UT,trn,trn,0.25901435945161
UT,mvt,trd,0.9169218707272961
UT,trk,trn,1.0709065159163544
UT,gmt,trd,0.6750821448544007
UT,wtt,trn,0.0062741500983589495
UT,wht,trd,6.110487066981169
UT,ott,trd,3.146724844198121
UT,air,trn,0.02365738277977925
UT,otr,trn,0.011574588667106577
VT,fbt,trd,0.11279699761392152
VT,pip,trn,0.0048592302318704855
VT,trn,trn,0.027702488613784562
VT,mvt,trd,0.13501381820908323
VT,trk,trn,0.13028432801278209
VT,gmt,trd,0.09940369064299244
VT,wtt,trn,0.009766382023303963
VT,wht,trd,0.8997497130000458
VT,ott,trd,0.46334518744937525
VT,air,trn,0.002878109500872103
VT,otr,trn,0.0014081411253978476
VA,fbt,trd,2.3539028126318904
VA,pip,trn,0.21847896292916305
VA,trn,trn,0.731939866825412
VA,mvt,trd,2.8175342708528563
VA,trk,trn,3.026238291582912
VA,gmt,trd,2.0744047442770883
VA,wtt,trn,0.22685306590559226
VA,wht,trd,18.77641626016247
VA,ott,trd,9.669313572420151
VA,air,trn,0.06685259318414126
VA,otr,trn,0.0327082363522153
WA,fbt,trd,3.108156645980242
WA,pip,trn,0.14513382667847585
WA,trn,trn,0.9699662918648575
WA,mvt,trd,3.7203481053819947
WA,trk,trn,4.0103692489348735
WA,gmt,trd,2.7390998718289334
WA,wtt,trn,0.3006255528736039
WA,wht,trd,24.79288553186413
WA,ott,trd,12.767621959965998
WA,air,trn,0.0885930181581961
WA,otr,trn,0.04334493606093616
WV,fbt,trd,0.24272991319916354
WV,pip,trn,0.0633861395980853
WV,trn,trn,0.08795565069627076
WV,mvt,trd,0.2905386940062816
WV,trk,trn,0.3636565927917079
WV,gmt,trd,0.21390861203624914
WV,wtt,trn,0.02726044847196404
WV,wht,trd,1.936187791850576
WV,ott,trd,0.9970809463899786
WV,air,trn,0.008033533355338848
WV,otr,trn,0.003930478912105397
WI,fbt,trd,1.6864203954612955
WI,pip,trn,0.16370910991214688
WI,trn,trn,0.5250741276439608
WI,mvt,trd,2.0185825998333122
WI,trk,trn,2.1709425910730835
WI,gmt,trd,1.4861779553587846
WI,wtt,trn,0.03308662706998599
WI,wht,trd,13.452098007141023
WI,ott,trd,6.927443024042185
WI,air,trn,0.04795826629740406
WI,otr,trn,0.02346401589504957
WY,fbt,trd,0.11277890425560162
WY,pip,trn,0.04134432230401414
WY,trn,trn,0.057370062191888886
WY,mvt,trd,0.13499216113094578
WY,trk,trn,0.23719910181774448
WY,gmt,trd,0.09938774565659057
WY,wtt,trn,0.009069593226094217
WY,wht,trd,0.899605387403621
WY,ott,trd,0.46327086392410716
WY,air,trn,0.005239962464810058
WY,otr,trn,0.002563699067045331
